id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,41.75,1.01,6.12,394.35,8.58,1.08,14,1
2,proxy2,1.26,1.17,1.03,1.26,1.03,1.85,24,0
3,proxy3,0.45,1.14,1.16,0.45,0.99,0.46,6,0
4,proxy4,1.63,1.26,1.18,1.63,1.02,1.46,19,0
5,proxy5,1.72,0.88,0.97,1.72,1.0,1.38,18,0
6,proxy6,0.71,0.94,1.23,0.71,1.0,0.69,9,0
7,proxy7,0.99,1.32,0.85,0.99,1.0,1.0,13,0
8,proxy8,18.49,0.8,3.54,177.63,5.02,1.31,17,1
9,proxy9,1.25,1.14,0.86,1.25,1.01,1.15,15,0
10,proxy10,0.7,0.8,0.86,0.7,1.0,0.69,9,0
11,proxy11,1.25,1.06,0.71,1.25,1.0,1.08,14,0
12,proxy12,0.52,0.8,0.68,0.52,0.99,0.54,7,0
13,proxy13,17.54,1.3,3.07,196.19,5.55,1.31,17,1
14,proxy14,1.01,0.74,1.07,1.01,1.01,1.0,13,0
15,proxy15,0.51,0.68,1.08,0.51,0.98,0.38,5,0
