id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.93,0.97,0.81,0.93,1.0,0.97,19,0
2,proxy2,1.52,1.01,0.92,1.52,1.0,1.33,26,0
3,proxy3,1.0,1.05,1.12,1.0,0.99,0.82,16,0
4,proxy4,1.0,0.93,1.15,1.0,1.0,0.92,18,0
5,proxy5,0.95,1.29,1.08,0.95,1.0,1.03,20,0
6,proxy6,1.28,0.99,0.91,1.28,1.0,1.13,22,0
7,proxy7,16.29,1.27,3.42,116.84,4.11,1.03,20,1
8,proxy8,13.25,0.68,3.99,148.52,3.89,0.97,19,1
9,proxy9,17.83,0.93,3.47,164.26,5.7,1.13,22,1
10,proxy10,12.44,0.72,3.06,137.11,5.02,0.92,18,1
