id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,15.14,1.25,5.75,1.43,7.59,2.27,14,0
2,proxy2,0.54,1.0,0.96,0.6,0.98,0.53,8,0
3,proxy3,1.14,1.22,1.0,1.26,1.01,1.13,17,0
4,proxy4,0.89,0.79,0.88,0.99,0.99,0.73,11,0
5,proxy5,17.59,0.92,4.19,167.15,3.99,1.07,16,1
6,proxy6,1.29,0.84,0.7,1.43,1.0,1.07,16,0
7,proxy7,1.71,1.27,1.03,1.9,1.03,1.8,27,0
8,proxy8,41.19,1.22,6.3,392.57,7.96,0.93,14,1
9,proxy9,0.68,0.82,0.73,0.76,0.97,0.6,9,0
10,proxy10,0.78,0.84,0.89,0.87,0.99,0.73,11,0
11,proxy11,0.94,0.86,1.19,1.05,1.0,1.0,15,0
12,proxy12,0.83,0.98,0.99,0.93,0.99,1.0,15,0
13,proxy13,12.13,0.91,7.04,0.86,7.27,2.07,11,0
14,proxy14,1.16,1.01,1.11,1.28,1.01,1.07,16,0
15,proxy15,14.68,1.03,6.08,0.92,9.35,2.27,14,0
16,proxy16,0.65,0.74,0.68,0.72,0.97,0.47,7,0
17,proxy17,0.92,1.04,0.65,1.02,1.0,1.0,15,0
18,proxy18,42.43,1.39,6.44,432.52,9.07,1.13,17,1
19,proxy19,1.07,1.33,1.06,1.18,1.0,1.07,16,0
20,proxy20,21.91,1.39,2.82,221.04,5.1,1.07,16,1
21,proxy21,19.56,0.79,4.22,168.68,5.02,1.4,21,1
22,proxy22,0.59,1.34,0.76,0.66,0.99,0.67,10,0
23,proxy23,1.21,1.1,0.89,1.34,1.02,1.33,20,0
24,proxy24,0.98,0.73,1.16,1.09,0.99,1.0,15,0
25,proxy25,1.38,0.79,0.72,1.53,1.0,1.0,15,0
26,proxy26,0.78,0.87,1.12,0.87,0.99,0.73,11,0
27,proxy27,0.88,1.14,0.71,0.98,1.0,0.87,13,0
28,proxy28,0.9,1.12,1.1,1.0,1.0,0.93,14,0
29,proxy29,1.0,1.1,0.69,1.11,1.0,0.87,13,0
30,proxy30,12.94,1.2,6.04,0.84,8.06,2.13,12,0
31,proxy31,0.85,0.82,0.71,0.94,0.99,0.8,12,0
32,proxy32,1.16,0.72,1.02,1.29,1.0,1.07,16,0
33,proxy33,36.78,1.02,5.7,403.64,8.95,0.67,10,1
34,proxy34,10.53,1.14,6.99,0.92,10.14,2.13,12,0
35,proxy35,1.51,0.84,1.16,1.68,1.02,1.4,21,0
