id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,17.95,1.02,7.45,0.97,6.24,3.43,4,0
2,proxy2,1.18,0.71,0.68,1.24,1.0,1.0,7,0
3,proxy3,0.71,0.79,1.07,0.75,0.99,0.43,3,0
4,proxy4,0.8,0.86,0.71,0.84,1.01,1.14,8,0
5,proxy5,0.55,0.72,1.07,0.57,0.99,0.57,4,0
6,proxy6,0.56,1.15,0.93,0.59,0.99,0.57,4,0
7,proxy7,0.78,0.97,0.98,0.82,0.99,0.57,4,0
8,proxy8,0.84,0.89,0.72,0.89,1.0,0.86,6,0
9,proxy9,0.92,0.87,1.04,0.97,1.0,1.14,8,0
10,proxy10,1.31,1.3,1.2,1.38,1.0,1.14,8,0
11,proxy11,1.9,1.0,0.67,1.99,1.01,1.57,11,0
12,proxy12,1.57,0.75,0.97,1.64,1.01,1.57,11,0
13,proxy13,0.64,0.88,0.86,0.68,1.0,0.86,6,0
14,proxy14,1.37,1.32,1.24,1.43,1.0,1.29,9,0
15,proxy15,0.79,0.95,1.0,0.83,0.99,0.71,5,0
16,proxy16,1.06,1.29,1.07,1.11,0.99,0.57,4,0
17,proxy17,1.15,1.19,1.17,1.2,1.0,1.0,7,0
18,proxy18,0.61,1.26,1.02,0.64,1.0,0.71,5,0
19,proxy19,0.97,1.02,0.83,1.01,1.0,0.86,6,0
20,proxy20,0.49,1.0,0.96,0.51,0.99,0.71,5,0
21,proxy21,1.43,1.1,1.08,1.5,1.0,1.0,7,0
22,proxy22,1.31,1.11,0.68,1.37,1.0,0.86,6,0
23,proxy23,1.43,0.99,1.14,1.5,1.01,1.43,10,0
24,proxy24,0.77,0.84,0.66,0.8,1.0,0.86,6,0
25,proxy25,0.77,0.79,0.92,0.81,0.99,0.71,5,0
26,proxy26,0.88,1.04,1.04,0.92,0.99,0.86,6,0
27,proxy27,0.23,0.81,0.78,0.24,0.98,0.14,1,0
28,proxy28,0.96,1.02,1.21,1.01,0.99,0.86,6,0
29,proxy29,0.92,0.71,0.88,0.97,1.0,1.0,7,0
30,proxy30,0.78,0.96,1.17,0.82,0.99,0.71,5,0
31,proxy31,1.47,0.86,0.9,1.54,0.99,1.43,10,0
32,proxy32,0.91,1.33,1.2,0.96,0.99,0.57,4,0
33,proxy33,23.3,1.13,4.24,0.85,10.56,3.43,4,0
34,proxy34,2.13,0.91,0.94,2.23,1.02,1.71,12,0
35,proxy35,1.53,0.83,1.28,1.6,1.0,0.86,6,0
36,proxy36,1.14,1.22,0.74,1.2,1.0,1.14,8,0
37,proxy37,30.57,1.02,6.22,1.45,10.39,3.86,7,0
38,proxy38,0.85,0.83,0.92,0.89,1.0,1.14,8,0
39,proxy39,0.84,0.73,1.13,0.88,0.99,0.71,5,0
40,proxy40,28.29,1.18,4.13,0.98,5.95,3.86,7,0
41,proxy41,55.85,0.76,8.49,1.2,12.98,6.86,8,0
42,proxy42,0.85,0.98,0.69,0.89,1.0,0.71,5,0
43,proxy43,0.55,1.27,0.78,0.58,1.0,0.71,5,0
44,proxy44,0.94,1.28,0.8,0.99,1.0,1.14,8,0
45,proxy45,28.27,0.86,5.6,0.96,6.03,3.57,5,0
46,proxy46,0.84,0.86,1.25,0.89,1.01,1.29,9,0
47,proxy47,0.99,1.26,0.68,1.04,1.01,1.29,9,0
48,proxy48,0.63,0.73,1.07,0.66,1.0,0.71,5,0
49,proxy49,0.94,1.24,1.19,0.98,1.0,1.0,7,0
50,proxy50,1.02,0.82,1.13,1.07,1.01,1.14,8,0
51,proxy51,0.36,0.74,1.05,0.38,0.99,0.29,2,0
52,proxy52,1.28,0.88,1.24,1.34,1.0,1.14,8,0
53,proxy53,31.01,0.72,4.4,1.28,6.07,3.86,7,0
54,proxy54,0.55,1.27,0.91,0.58,0.99,0.57,4,0
55,proxy55,1.16,0.8,0.97,1.21,1.01,1.14,8,0
56,proxy56,1.33,1.18,0.91,1.39,1.0,1.0,7,0
57,proxy57,1.44,0.73,0.98,1.51,1.01,1.14,8,0
58,proxy58,30.3,0.93,4.6,0.54,9.89,3.43,4,0
59,proxy59,31.88,1.34,7.55,1.55,9.41,4.29,10,0
60,proxy60,0.81,0.78,0.96,0.85,1.0,0.71,5,0
61,proxy61,1.59,0.9,0.78,1.67,1.01,1.0,7,0
62,proxy62,31.0,0.72,5.43,1.27,6.55,3.86,7,0
63,proxy63,2.1,0.81,0.96,2.2,1.02,1.57,11,0
64,proxy64,1.14,1.0,0.66,1.2,1.0,1.29,9,0
65,proxy65,24.41,0.9,5.96,0.73,10.61,3.57,5,0
66,proxy66,0.84,0.94,0.92,0.89,1.0,0.86,6,0
67,proxy67,1.57,0.89,1.05,1.64,1.01,1.43,10,0
68,proxy68,1.18,0.95,0.78,1.24,1.0,1.29,9,0
69,proxy69,0.23,1.08,0.93,0.24,0.99,0.29,2,0
70,proxy70,0.72,1.12,0.76,0.75,0.99,0.86,6,0
71,proxy71,1.42,1.11,1.04,1.49,1.01,1.14,8,0
72,proxy72,0.92,0.89,1.02,0.96,1.0,1.0,7,0
73,proxy73,1.46,1.16,1.26,1.53,1.01,1.43,10,0
74,proxy74,1.04,0.7,0.68,1.09,1.0,1.29,9,0
75,proxy75,1.69,0.91,1.17,1.77,1.02,1.86,13,0
76,proxy76,0.97,1.25,0.83,1.02,1.0,0.71,5,0
77,proxy77,29.22,1.02,4.92,0.68,6.0,3.29,3,0
78,proxy78,0.95,0.74,1.09,0.99,1.0,1.0,7,0
79,proxy79,1.02,1.12,1.29,1.06,1.01,1.29,9,0
80,proxy80,0.42,0.89,0.9,0.44,0.98,0.57,4,0
81,proxy81,0.74,1.16,0.87,0.77,0.99,0.71,5,0
