id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,1.0,1.13,1.0,1.0,1.11,20,0
2,proxy2,0.92,0.8,0.96,0.92,0.98,0.83,15,0
3,proxy3,17.27,0.95,3.96,136.13,4.67,0.61,11,1
4,proxy4,28.27,0.79,7.66,262.78,8.28,1.56,28,1
5,proxy5,1.29,1.06,1.18,1.29,1.0,1.39,25,0
6,proxy6,0.7,0.65,0.91,0.7,1.0,1.0,18,0
7,proxy7,0.56,1.03,0.89,0.56,0.98,0.56,10,0
8,proxy8,1.35,1.05,1.0,1.35,1.02,1.44,26,0
9,proxy9,13.47,1.08,4.9,128.18,5.04,1.67,30,1
10,proxy10,1.02,0.85,1.04,1.02,1.0,0.94,17,0
