id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,2.09,17.890461973437418,11.96978850443857,0.20900000000000002,12.3,7,7,0
2,proxy2,1.8699999999999999,22.025658475901203,18.32749861413322,0.18700000000000003,11.8,8,8,0
3,proxy3,2.45,18.32951609287083,11.537921559869435,0.24500000000000005,12.7,9,9,0
4,proxy4,2.1300000000000003,18.598059425455116,17.907698817718035,0.21300000000000005,12.5,8,8,0
5,proxy5,2.8399999999999994,26.427372991624452,10.468212171073722,0.284,11.9,9,9,0
6,proxy6,3.06,29.622909792850784,26.356816029926005,0.30599999999999994,13.7,11,11,0
7,proxy7,2.6100000000000003,16.921449968746483,20.160101525478773,0.26100000000000007,13.1,13,13,0
8,proxy8,2.6,28.466815770047603,29.08484309288665,0.26,11.1,9,9,0
9,proxy9,61.6104958620798,21.783830639427986,46.17952125447145,63.881797939745766,43.831481480285504,12,12,1
10,proxy10,4.26,25.254923842751314,23.82301364699836,0.42600000000000005,12.9,14,14,0
