id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.96,0.99,1.09,0.96,0.98,0.86,21,0
2,proxy2,0.88,1.38,0.85,0.88,0.98,0.9,22,0
3,proxy3,1.29,0.75,1.0,1.29,1.01,1.35,33,0
4,proxy4,2.77,0.81,1.26,2.77,1.0,0.98,24,1
5,proxy5,1.02,1.01,0.91,1.02,0.99,0.94,23,0
6,proxy6,9.11,0.92,1.03,9.11,1.0,1.02,25,1
7,proxy7,8.15,1.11,0.9,8.15,0.98,0.9,22,1
8,proxy8,0.67,0.9,1.08,0.67,0.99,0.78,19,0
9,proxy9,3.05,0.79,0.97,3.05,1.0,0.82,20,1
10,proxy10,0.99,1.19,1.18,0.99,1.01,1.06,26,0
11,proxy11,3.38,1.02,0.93,3.38,1.03,1.35,33,1
12,proxy12,1.09,0.87,0.96,1.09,1.0,1.1,27,0
13,proxy13,1.29,0.76,1.0,1.29,1.02,1.47,36,0
14,proxy14,2.67,0.96,1.31,2.67,0.99,0.9,22,1
15,proxy15,1.2,1.42,0.74,1.2,1.0,1.02,25,0
16,proxy16,0.89,0.9,1.03,0.89,1.0,0.98,24,0
17,proxy17,1.01,0.83,0.93,1.01,1.0,1.1,27,0
18,proxy18,0.62,1.03,1.06,0.62,0.98,0.61,15,0
19,proxy19,1.09,1.12,1.18,1.09,1.01,1.31,32,0
20,proxy20,0.99,1.4,0.98,0.99,0.99,0.98,24,0
