id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,33.56596008945196,4.461978892199106,39.214173834407,18.36710116458104,100,155,41
2,proxy2,36.71594246472665,4.180725823353925,92.7686332310009,30.535647629231907,100,118,31
3,proxy3,41.68258758834908,4.53046021428995,36.66826895086007,12.13841115885046,100,170,49
4,proxy4,29.420784876014253,4.053609300855868,44.181463356506455,20.37124486589241,100,108,40
5,proxy5,13.009999999999998,4.617856400743401,29.815458397068067,1.3010000000000002,100,160,51
6,proxy6,10.84,4.554758985261168,12.245177376766069,1.0840000000000003,100,152,39
7,proxy7,30.145646663560584,4.50721711174915,100,35.25101885296347,100,130,39
8,proxy8,29.360882290896228,3.800931739414784,57.22173440587979,35.319615216419095,100,135,38
9,proxy9,7.909999999999998,4.375050421542025,23.617162136158036,0.7910000000000003,100,134,35
10,proxy10,73.81328645514068,4.249084336921693,100,34.805754550303455,100,134,37
