id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,0.8,1.13,1.0,1.0,1.0,6,0
2,proxy2,0.47,1.23,0.7,0.47,0.99,0.5,3,0
3,proxy3,1.14,1.0,1.31,1.14,1.01,1.67,10,0
4,proxy4,1.62,0.89,0.67,1.62,1.0,1.5,9,0
5,proxy5,0.77,1.21,1.0,0.77,1.0,1.0,6,0
6,proxy6,0.67,1.35,1.0,0.67,1.0,1.0,6,0
7,proxy7,1.01,0.85,0.91,1.01,1.0,1.17,7,0
8,proxy8,0.58,1.0,0.74,0.58,1.0,0.83,5,0
9,proxy9,24.45,0.78,6.71,2.23,6.23,5.5,13,0
10,proxy10,1.23,0.91,0.92,1.23,1.0,1.5,9,0
11,proxy11,24.19,0.69,4.23,1.41,9.03,4.67,8,0
12,proxy12,0.53,1.06,1.03,0.53,1.0,0.67,4,0
13,proxy13,0.19,1.15,1.08,0.19,0.99,0.5,3,0
14,proxy14,0.46,0.76,0.72,0.46,0.99,0.5,3,0
15,proxy15,1.4,1.26,0.84,1.4,1.01,1.33,8,0
