id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.31,0.89,0.81,1.32,1.0,0.88,7,0
2,proxy2,0.37,1.0,1.0,0.37,1.0,0.5,4,0
3,proxy3,0.59,0.86,0.82,0.6,0.99,0.38,3,0
4,proxy4,1.23,1.17,0.73,1.24,1.02,1.62,13,0
5,proxy5,0.35,1.42,1.11,0.35,0.99,0.25,2,0
6,proxy6,23.01,1.39,6.43,1.3,9.16,3.62,9,0
7,proxy7,0.98,0.81,0.81,0.99,1.01,1.0,8,0
8,proxy8,1.27,0.93,1.16,1.28,1.0,1.0,8,0
9,proxy9,1.0,1.33,0.84,1.01,1.01,1.25,10,0
10,proxy10,0.81,0.83,1.35,0.82,1.0,0.62,5,0
11,proxy11,0.99,0.94,1.16,1.0,1.01,1.12,9,0
12,proxy12,0.85,1.54,0.87,0.85,1.0,0.62,5,0
13,proxy13,22.16,1.02,6.13,1.02,7.85,3.25,6,0
14,proxy14,1.22,1.03,0.81,1.23,1.0,0.88,7,0
15,proxy15,23.35,0.97,7.05,0.49,10.39,3.0,4,0
