id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,19.389999999999997,29.14438974025438,18.259611689324597,1.9390000000000003,14.5,13,13,1
2,proxy2,2.6,10.74892643834713,16.695417820780715,0.26,11.2,8,8,0
3,proxy3,1.91,28.450311326715816,26.219871074727006,0.191,12.4,7,7,0
4,proxy4,17.99,26.03379772672421,21.911879878900997,1.7990000000000002,11.5,7,7,1
5,proxy5,1.7000000000000002,19.802227896616422,11.580032506288815,0.17000000000000004,12.7,11,11,0
6,proxy6,4.24,19.956383664862614,18.764657161339617,0.42400000000000004,14.3,16,16,0
7,proxy7,22.299999999999997,15.024293097637234,21.989556097455857,2.2299999999999995,15.5,16,16,1
8,proxy8,2.9899999999999993,29.25273414942901,27.046489853607703,0.29900000000000004,13.5,12,12,0
9,proxy9,33.78,13.627843992779034,17.59157957770689,3.3779999999999997,12.4,11,11,1
10,proxy10,16.669999999999998,28.030411479903957,20.620336491535358,1.6669999999999998,12.2,9,9,1
11,proxy11,2.06,25.63984009691356,20.236884381090366,0.20600000000000002,12.2,9,9,0
12,proxy12,2.16,24.538081213489903,24.539186350239444,0.21600000000000003,11.7,10,10,0
13,proxy13,2.71,28.06222804911719,12.38062002471461,0.271,12.0,9,9,0
14,proxy14,3.3200000000000003,29.687914746318565,12.26709599227234,0.3320000000000001,13.6,11,11,0
15,proxy15,4.550000000000001,17.468116370097576,21.457994170165968,0.455,14.2,17,17,0
16,proxy16,21.179999999999993,27.255913503182846,14.880861933252735,2.118,12.9,10,10,1
17,proxy17,16.08,20.31379227235239,25.048735057602254,1.6079999999999999,11.4,7,7,1
18,proxy18,2.54,26.923819453405727,19.709597960877854,0.254,12.9,10,10,0
19,proxy19,2.84,27.792346714169806,16.106255065020807,0.28400000000000003,12.1,9,9,0
20,proxy20,2.3000000000000003,13.648213084877197,23.316392838622598,0.23,12.2,9,9,0
21,proxy21,2.23,26.182599877873066,22.946458351310707,0.223,12.4,10,10,0
22,proxy22,1.6600000000000001,18.28264686217036,16.969788319269906,0.166,11.6,8,8,0
23,proxy23,1.7400000000000002,19.910761218556566,12.726680807724819,0.174,11.8,8,8,0
24,proxy24,2.58,15.123391705716028,15.574542249356973,0.258,12.3,10,10,0
25,proxy25,0.19,26.935633751810013,28.466949076620462,0.019,10.4,2,2,0
26,proxy26,2.2300000000000004,26.458030587131947,17.548137732719546,0.22299999999999998,12.9,8,8,0
27,proxy27,2.3700000000000006,16.373571986703645,25.599866603245523,0.23700000000000002,11.9,10,10,0
28,proxy28,35.14,14.979172323542866,22.522612503284627,3.514,12.5,11,11,1
29,proxy29,4.12,17.506797587506398,12.086612761183073,0.4120000000000001,13.8,15,15,0
30,proxy30,1.83,29.113019882568306,24.61439474645681,0.183,11.1,7,7,0
