id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.83,0.82,0.75,2.87,1.01,2.33,14,0
2,proxy2,0.99,0.91,1.0,1.0,0.99,1.0,6,0
3,proxy3,1.44,0.75,0.81,1.46,1.0,1.17,7,0
4,proxy4,0.91,1.1,0.79,0.93,1.0,1.0,6,0
5,proxy5,28.09,1.32,6.51,0.96,5.92,4.33,6,0
6,proxy6,1.15,1.21,0.84,1.17,1.0,1.17,7,0
7,proxy7,2.45,0.7,0.82,2.49,1.0,1.83,11,0
8,proxy8,1.09,1.02,0.76,1.11,1.0,0.83,5,0
9,proxy9,0.46,1.04,0.9,0.46,0.99,0.67,4,0
10,proxy10,1.21,0.94,1.1,1.22,1.0,1.0,6,0
11,proxy11,0.61,1.0,1.3,0.62,0.99,0.83,5,0
12,proxy12,1.0,0.74,1.09,1.01,1.0,1.33,8,0
13,proxy13,0.99,1.19,1.26,1.0,1.0,1.0,6,0
14,proxy14,0.4,0.71,1.27,0.41,0.98,0.5,3,0
15,proxy15,0.94,1.11,1.22,0.96,1.0,1.0,6,0
