id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.48,1.11,1.13,1.49,1.0,1.18,10,0
2,proxy2,0.91,1.21,1.08,0.92,1.0,1.06,9,0
3,proxy3,0.95,0.95,1.14,0.95,1.0,0.94,8,0
4,proxy4,0.6,1.34,1.0,0.6,0.99,0.71,6,0
5,proxy5,1.3,1.02,0.79,1.31,1.0,0.94,8,0
6,proxy6,1.47,1.01,0.92,1.48,1.0,1.18,10,0
7,proxy7,1.09,0.78,0.65,1.1,1.0,1.06,9,0
8,proxy8,1.28,1.19,0.78,1.29,1.0,1.18,10,0
9,proxy9,16.01,0.99,6.65,1.3,6.88,3.29,8,0
10,proxy10,0.28,1.1,0.87,0.28,0.98,0.35,3,0
11,proxy11,0.31,0.97,0.64,0.31,0.99,0.47,4,0
12,proxy12,1.0,0.99,0.83,1.0,1.0,0.82,7,0
13,proxy13,1.17,0.92,1.15,1.18,1.0,0.82,7,0
14,proxy14,0.66,0.81,1.19,0.67,0.99,0.71,6,0
15,proxy15,0.67,1.33,0.65,0.68,1.0,1.06,9,0
16,proxy16,0.76,1.07,0.67,0.77,1.0,0.82,7,0
17,proxy17,0.2,0.7,0.93,0.2,0.98,0.24,2,0
18,proxy18,0.49,0.7,0.78,0.49,0.99,0.47,4,0
19,proxy19,1.13,0.99,1.06,1.14,1.0,1.06,9,0
20,proxy20,0.67,0.91,1.09,0.68,1.0,0.59,5,0
21,proxy21,1.47,1.06,1.11,1.48,1.0,1.29,11,0
22,proxy22,0.84,0.69,0.61,0.84,0.99,0.82,7,0
23,proxy23,1.2,1.0,1.04,1.21,1.01,0.94,8,0
24,proxy24,0.5,1.35,0.99,0.51,1.0,0.59,5,0
25,proxy25,1.25,1.19,0.61,1.26,1.0,1.06,9,0
26,proxy26,1.43,0.86,0.67,1.44,1.01,1.29,11,0
27,proxy27,0.86,1.36,1.11,0.87,1.01,1.06,9,0
28,proxy28,0.09,1.0,0.73,0.09,0.99,0.47,4,0
29,proxy29,1.68,0.81,1.07,1.69,1.02,1.65,14,0
30,proxy30,1.12,1.12,0.71,1.12,1.0,0.94,8,0
31,proxy31,1.09,0.97,0.67,1.1,1.0,1.06,9,0
32,proxy32,0.22,1.18,1.17,0.22,0.99,0.47,4,0
33,proxy33,18.26,1.34,4.69,1.17,8.66,3.41,9,0
34,proxy34,0.98,0.79,0.75,0.99,1.0,1.06,9,0
35,proxy35,0.34,1.32,0.63,0.34,0.99,0.47,4,0
36,proxy36,0.91,0.98,0.7,0.91,1.0,0.94,8,0
37,proxy37,0.59,0.82,0.99,0.6,1.0,0.71,6,0
38,proxy38,23.81,1.34,5.11,1.49,8.36,3.76,12,0
39,proxy39,1.71,1.33,1.2,1.72,1.0,1.41,12,0
40,proxy40,1.13,1.24,0.91,1.13,0.99,0.94,8,0
41,proxy41,0.25,1.12,0.65,0.25,0.99,0.35,3,0
42,proxy42,2.28,0.82,1.2,2.3,1.01,1.65,14,0
43,proxy43,21.32,1.17,4.2,1.37,9.25,3.65,11,0
44,proxy44,1.26,1.0,1.2,1.27,1.0,1.29,11,0
45,proxy45,0.79,0.85,0.64,0.79,1.0,0.82,7,0
46,proxy46,0.47,0.92,0.96,0.47,1.0,0.59,5,0
47,proxy47,21.87,1.0,6.65,0.49,6.08,2.94,5,0
48,proxy48,1.0,0.72,0.86,1.0,0.99,0.82,7,0
49,proxy49,24.85,0.89,6.79,1.1,6.5,3.29,8,0
50,proxy50,0.9,0.94,1.05,0.9,1.0,0.82,7,0
51,proxy51,1.51,0.91,1.16,1.52,1.01,1.41,12,0
52,proxy52,1.24,1.25,1.1,1.25,1.0,1.18,10,0
53,proxy53,12.56,0.92,5.02,1.16,7.26,3.41,9,0
54,proxy54,0.72,0.78,1.18,0.72,1.0,0.71,6,0
55,proxy55,0.86,1.24,1.03,0.87,1.01,1.06,9,0
56,proxy56,0.36,0.97,0.87,0.36,0.99,0.59,5,0
57,proxy57,0.34,1.08,0.8,0.34,0.99,0.35,3,0
58,proxy58,23.26,0.74,6.39,1.42,9.41,3.53,10,0
59,proxy59,1.17,0.9,1.06,1.18,1.0,0.94,8,0
60,proxy60,0.57,1.33,1.0,0.57,1.0,0.82,7,0
61,proxy61,0.49,1.25,1.2,0.5,0.99,0.47,4,0
62,proxy62,17.16,0.74,4.82,1.02,7.78,3.53,10,0
63,proxy63,0.58,1.17,0.88,0.59,0.99,0.71,6,0
64,proxy64,1.43,1.07,0.75,1.44,1.01,1.53,13,0
65,proxy65,0.56,1.3,1.1,0.56,1.0,0.71,6,0
66,proxy66,22.43,1.22,4.66,0.58,7.43,3.06,6,0
67,proxy67,0.66,0.84,0.79,0.67,0.99,0.82,7,0
68,proxy68,0.8,0.79,0.95,0.81,0.99,0.94,8,0
69,proxy69,1.23,0.74,0.78,1.24,1.0,1.18,10,0
70,proxy70,0.59,0.82,0.75,0.6,1.0,0.82,7,0
71,proxy71,0.71,0.77,0.75,0.72,1.0,0.94,8,0
72,proxy72,18.93,1.26,6.35,1.36,7.45,3.53,10,0
73,proxy73,0.73,1.01,0.95,0.74,1.0,0.82,7,0
74,proxy74,1.15,0.98,0.89,1.16,0.99,1.18,10,0
75,proxy75,1.04,0.71,0.81,1.04,1.01,1.18,10,0
76,proxy76,20.57,1.27,6.52,1.57,10.27,3.76,12,0
77,proxy77,0.25,1.25,0.87,0.25,0.99,0.35,3,0
78,proxy78,0.73,1.13,0.78,0.73,0.99,0.71,6,0
79,proxy79,14.81,1.08,5.79,0.56,10.78,3.06,6,0
80,proxy80,1.65,0.78,0.75,1.66,1.01,1.65,14,0
81,proxy81,19.03,1.09,4.63,1.46,8.37,3.88,13,0
82,proxy82,0.75,1.1,0.86,0.76,0.99,0.82,7,0
83,proxy83,0.99,1.16,0.72,1.0,1.0,1.18,10,0
84,proxy84,0.97,0.72,1.2,0.98,0.99,0.94,8,0
85,proxy85,1.0,0.96,1.18,1.0,0.99,0.82,7,0
86,proxy86,0.81,1.27,0.62,0.81,0.99,0.82,7,0
87,proxy87,1.02,1.2,1.02,1.02,1.0,1.06,9,0
88,proxy88,1.09,0.87,1.13,1.1,1.01,1.18,10,0
89,proxy89,0.76,1.12,0.89,0.76,0.99,0.71,6,0
90,proxy90,1.22,0.78,1.13,1.22,1.0,1.18,10,0
91,proxy91,1.0,1.2,1.1,1.01,1.0,0.94,8,0
92,proxy92,0.85,1.11,0.73,0.86,0.99,0.82,7,0
93,proxy93,1.64,0.8,1.19,1.65,1.01,1.29,11,0
94,proxy94,0.95,0.79,1.14,0.96,1.0,1.18,10,0
95,proxy95,1.4,0.86,1.16,1.41,1.0,1.18,10,0
96,proxy96,0.42,1.1,1.17,0.42,0.99,0.35,3,0
97,proxy97,1.22,1.25,0.7,1.22,1.01,1.29,11,0
98,proxy98,18.02,0.71,4.98,1.4,10.3,3.41,9,0
99,proxy99,1.24,1.0,0.96,1.25,1.0,1.06,9,0
100,proxy100,20.54,1.06,5.84,1.07,6.73,3.18,7,0
