id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.76,0.79,0.94,1.81,1.0,1.29,9,0
2,proxy2,0.48,1.21,1.01,0.49,0.99,0.29,2,0
3,proxy3,0.22,0.69,0.7,0.23,0.99,0.43,3,0
4,proxy4,0.97,1.15,1.18,1.0,1.0,0.86,6,0
5,proxy5,1.04,0.73,0.92,1.07,1.0,0.71,5,0
6,proxy6,0.63,1.25,0.74,0.65,1.0,0.57,4,0
7,proxy7,1.46,1.1,1.03,1.51,1.01,1.43,10,0
8,proxy8,1.21,1.13,1.18,1.24,1.01,1.43,10,0
9,proxy9,0.85,0.91,1.18,0.87,1.0,0.71,5,0
10,proxy10,0.81,1.11,0.85,0.84,1.0,0.71,5,0
11,proxy11,1.4,0.75,1.05,1.44,1.0,1.14,8,0
12,proxy12,24.43,0.77,6.8,1.4,9.88,4.14,9,0
13,proxy13,0.97,1.15,0.92,1.0,0.99,0.71,5,0
14,proxy14,0.96,0.84,0.71,0.99,1.0,0.86,6,0
15,proxy15,1.18,0.93,1.28,1.21,1.0,1.0,7,0
16,proxy16,1.64,0.73,0.67,1.7,1.02,1.57,11,0
17,proxy17,0.63,1.29,1.24,0.65,0.99,0.71,5,0
18,proxy18,0.79,0.74,0.92,0.82,1.0,0.86,6,0
19,proxy19,0.85,1.18,0.75,0.87,1.0,0.86,6,0
20,proxy20,1.18,0.9,1.24,1.21,1.01,1.43,10,0
21,proxy21,23.76,1.16,5.76,1.32,6.11,4.0,8,0
22,proxy22,0.85,1.22,0.95,0.87,0.99,0.57,4,0
23,proxy23,0.73,0.71,0.75,0.75,1.01,1.14,8,0
24,proxy24,0.82,1.08,1.18,0.84,1.0,0.57,4,0
25,proxy25,1.08,0.73,0.76,1.11,1.01,1.14,8,0
26,proxy26,1.37,0.82,0.96,1.41,1.0,0.86,6,0
27,proxy27,0.66,1.05,1.08,0.68,1.01,0.86,6,0
28,proxy28,0.47,0.92,0.91,0.48,1.0,0.71,5,0
29,proxy29,1.53,1.23,0.95,1.58,1.01,1.0,7,0
30,proxy30,0.36,1.07,1.25,0.37,0.99,0.29,2,0
31,proxy31,0.12,1.32,1.22,0.13,0.99,0.43,3,0
