id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.86,1.14,1.25,0.86,1.0,0.85,11,0
2,proxy2,1.38,0.92,1.0,1.38,1.0,1.38,18,0
3,proxy3,0.6,1.0,1.09,0.6,0.98,0.69,9,0
4,proxy4,0.95,0.8,0.98,0.95,1.0,0.85,11,0
5,proxy5,1.02,1.01,0.95,1.02,1.0,1.08,14,0
6,proxy6,0.89,1.05,1.2,0.89,1.0,0.85,11,0
7,proxy7,0.9,0.94,0.95,0.9,0.99,0.92,12,0
8,proxy8,1.0,0.86,1.23,1.0,1.0,0.92,12,0
9,proxy9,1.0,1.03,0.88,1.0,1.01,1.15,15,0
10,proxy10,1.21,0.83,0.73,1.21,1.0,1.0,13,0
11,proxy11,0.68,0.7,1.13,0.68,1.0,0.69,9,0
12,proxy12,1.03,1.05,1.17,1.03,1.0,1.0,13,0
13,proxy13,1.55,0.94,1.13,1.55,1.01,1.62,21,0
14,proxy14,1.12,1.03,0.84,1.12,1.0,1.08,14,0
15,proxy15,1.44,1.12,0.88,1.44,1.01,1.31,17,0
