id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.16,0.97,1.21,1.16,1.01,1.24,23,0
2,proxy2,0.83,1.02,0.97,0.83,0.98,0.86,16,0
3,proxy3,0.84,0.95,1.18,0.84,1.0,0.97,18,0
4,proxy4,15.13,1.17,4.32,152.7,4.47,1.08,20,1
5,proxy5,0.74,1.24,0.99,0.74,0.98,0.65,12,0
6,proxy6,1.44,1.08,1.01,1.44,1.01,1.57,29,0
7,proxy7,1.28,1.1,0.95,1.28,1.01,1.41,26,0
8,proxy8,1.03,0.98,0.94,1.03,1.0,1.03,19,0
9,proxy9,42.61,1.06,10.2,420.16,12.39,1.03,19,1
10,proxy10,0.97,0.96,1.06,0.97,1.0,0.97,18,0
