id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,0.85,0.95,1.0,1.0,0.93,14,0
2,proxy2,1.11,1.36,1.09,1.11,0.99,0.93,14,0
3,proxy3,1.77,0.72,1.0,1.77,1.03,1.4,21,0
4,proxy4,0.75,1.03,0.88,0.75,0.99,0.8,12,0
5,proxy5,0.62,0.86,0.91,0.62,1.0,0.73,11,0
6,proxy6,0.99,1.01,0.96,0.99,1.0,1.13,17,0
7,proxy7,0.89,1.0,1.09,0.89,0.99,0.73,11,0
8,proxy8,13.97,1.32,7.07,1.12,6.47,2.47,17,0
9,proxy9,13.03,0.96,5.52,1.01,6.0,2.2,13,0
10,proxy10,1.02,1.06,1.17,1.02,1.0,1.0,15,0
11,proxy11,0.73,1.26,0.95,0.73,0.99,0.67,10,0
12,proxy12,15.4,1.35,4.43,201.46,4.42,0.87,13,1
13,proxy13,18.28,1.09,3.81,175.81,4.0,1.07,16,1
14,proxy14,1.31,1.15,0.85,1.31,1.0,1.0,15,0
15,proxy15,15.31,0.72,4.32,148.27,4.36,1.4,21,1
16,proxy16,0.68,1.08,0.88,0.68,0.99,0.67,10,0
17,proxy17,16.13,0.74,3.66,199.68,5.47,0.53,8,1
18,proxy18,1.39,0.89,0.83,1.39,1.02,1.33,20,0
19,proxy19,0.62,1.35,0.78,0.62,0.98,0.53,8,0
20,proxy20,14.22,0.8,6.93,1.37,10.38,2.67,20,0
21,proxy21,16.91,0.94,2.71,160.6,4.0,1.13,17,1
22,proxy22,1.0,0.81,1.26,1.0,1.0,0.93,14,0
23,proxy23,1.23,1.39,0.76,1.23,1.01,1.27,19,0
24,proxy24,22.97,1.35,10.35,172.22,12.91,1.93,9,1
25,proxy25,11.89,1.38,6.13,1.56,7.68,2.6,19,0
26,proxy26,1.33,0.81,1.08,1.33,1.0,1.13,17,0
27,proxy27,16.72,0.81,3.72,213.68,5.48,1.2,18,1
28,proxy28,16.26,1.4,4.38,163.78,5.08,0.8,12,1
29,proxy29,1.01,0.9,0.72,1.01,1.01,1.0,15,0
30,proxy30,0.53,0.88,1.27,0.53,0.99,0.73,11,0
31,proxy31,23.65,1.06,3.27,203.42,4.05,1.07,16,1
32,proxy32,20.31,0.73,3.42,187.62,5.47,0.8,12,1
33,proxy33,0.76,1.08,0.65,0.76,0.99,0.8,12,0
34,proxy34,0.56,0.77,1.14,0.56,0.98,0.53,8,0
35,proxy35,0.59,0.83,1.12,0.59,1.01,1.0,15,0
