id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.29,1.1,2.03,1.51,2.91,2.41,51,0
2,proxy2,1.01,1.12,0.37,1.21,0.39,0.8,37,0
3,proxy3,0.59,0.78,0.65,0.71,0.38,0.54,25,0
4,proxy4,0.9,0.75,0.56,1.08,0.39,0.74,34,0
5,proxy5,1.05,0.83,1.49,1.0,1.23,1.24,37,0
6,proxy6,1.3,0.91,1.2,1.01,1.46,1.15,33,0
7,proxy7,0.88,1.1,1.03,0.79,1.01,1.0,26,0
8,proxy8,1.64,1.21,2.32,1.01,2.28,1.63,35,0
9,proxy9,0.5,1.1,0.48,0.6,0.38,0.57,26,0
10,proxy10,1.32,0.7,1.0,1.08,1.44,1.17,34,0
11,proxy11,1.56,1.23,1.81,1.01,2.0,1.57,32,0
12,proxy12,0.67,1.16,0.62,0.81,0.39,0.72,33,0
13,proxy13,0.68,0.98,0.54,0.81,0.39,0.76,35,0
14,proxy14,1.0,0.99,1.19,0.81,1.0,1.11,31,0
15,proxy15,0.67,1.0,0.53,0.8,0.39,0.67,31,0
