id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.45,1.04,1.1,1.45,1.0,1.1,11,0
2,proxy2,1.05,0.95,1.02,1.05,1.0,1.1,11,0
3,proxy3,0.54,1.18,1.01,0.54,0.98,0.6,6,0
4,proxy4,0.89,0.84,0.64,0.89,1.01,1.3,13,0
5,proxy5,0.96,1.11,0.95,0.96,1.0,0.8,8,0
6,proxy6,31.17,1.45,3.81,275.91,5.13,1.4,14,1
7,proxy7,1.15,0.96,1.11,1.15,1.01,1.3,13,0
8,proxy8,1.04,1.39,0.89,1.04,1.0,0.9,9,0
9,proxy9,30.74,1.61,2.89,249.81,5.35,0.7,7,1
10,proxy10,0.81,0.84,0.99,0.81,0.98,0.8,8,0
