id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.73,1.1,1.32,1.73,0.99,1.17,7,0
2,proxy2,27.5,0.87,4.45,1.82,10.29,5.33,12,0
3,proxy3,0.34,1.14,1.11,0.34,1.0,0.5,3,0
4,proxy4,1.46,1.24,1.11,1.46,1.01,1.33,8,0
5,proxy5,0.99,0.95,1.18,0.99,1.0,0.83,5,0
6,proxy6,0.79,0.73,1.1,0.79,1.0,0.83,5,0
7,proxy7,0.43,0.66,0.74,0.43,0.99,0.33,2,0
8,proxy8,0.49,0.99,0.96,0.49,1.0,0.83,5,0
9,proxy9,1.53,0.99,0.69,1.53,1.02,1.83,11,0
10,proxy10,1.6,1.19,0.97,1.6,1.01,1.33,8,0
11,proxy11,1.0,1.04,0.95,1.0,1.0,0.83,5,0
12,proxy12,1.05,1.0,0.99,1.05,1.0,1.17,7,0
13,proxy13,1.76,1.16,1.0,1.76,1.01,1.83,11,0
14,proxy14,0.72,1.23,0.8,0.72,1.01,1.0,6,0
15,proxy15,0.74,0.77,1.09,0.74,1.0,0.83,5,0
