Starting training...
Epoch 1/1000, Train Loss: 0.4813, Validation Loss: 0.1178, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 2/1000, Train Loss: 0.0726, Validation Loss: 0.1375, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 3/1000, Train Loss: 0.0701, Validation Loss: 0.1317, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 4/1000, Train Loss: 0.0672, Validation Loss: 0.1310, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 5/1000, Train Loss: 0.0653, Validation Loss: 0.1300, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 6/1000, Train Loss: 0.0620, Validation Loss: 0.1289, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 7/1000, Train Loss: 0.0597, Validation Loss: 0.1316, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 8/1000, Train Loss: 0.0570, Validation Loss: 0.1311, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 9/1000, Train Loss: 0.0527, Validation Loss: 0.1279, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 10/1000, Train Loss: 0.0473, Validation Loss: 0.1282, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 11/1000, Train Loss: 0.0420, Validation Loss: 0.1296, Train Accuracy: 0.9898, Validation Accuracy: 0.9825
Epoch 12/1000, Train Loss: 0.0385, Validation Loss: 0.1293, Train Accuracy: 0.9949, Validation Accuracy: 0.9825
Epoch 13/1000, Train Loss: 0.0371, Validation Loss: 0.1325, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 14/1000, Train Loss: 0.0367, Validation Loss: 0.1264, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 15/1000, Train Loss: 0.0348, Validation Loss: 0.1242, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 16/1000, Train Loss: 0.0341, Validation Loss: 0.1290, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 17/1000, Train Loss: 0.0330, Validation Loss: 0.1278, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 18/1000, Train Loss: 0.0327, Validation Loss: 0.1290, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 19/1000, Train Loss: 0.0323, Validation Loss: 0.1292, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 20/1000, Train Loss: 0.0324, Validation Loss: 0.1251, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 21/1000, Train Loss: 0.0319, Validation Loss: 0.1285, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 22/1000, Train Loss: 0.0320, Validation Loss: 0.1237, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 23/1000, Train Loss: 0.0315, Validation Loss: 0.1247, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 24/1000, Train Loss: 0.0313, Validation Loss: 0.1240, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 25/1000, Train Loss: 0.0315, Validation Loss: 0.1254, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 26/1000, Train Loss: 0.0315, Validation Loss: 0.1225, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 27/1000, Train Loss: 0.0314, Validation Loss: 0.1228, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 28/1000, Train Loss: 0.0311, Validation Loss: 0.1239, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 29/1000, Train Loss: 0.0313, Validation Loss: 0.1287, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 30/1000, Train Loss: 0.0310, Validation Loss: 0.1185, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 31/1000, Train Loss: 0.0312, Validation Loss: 0.1251, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 32/1000, Train Loss: 0.0309, Validation Loss: 0.1266, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 33/1000, Train Loss: 0.0311, Validation Loss: 0.1234, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 34/1000, Train Loss: 0.0314, Validation Loss: 0.1286, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 35/1000, Train Loss: 0.0312, Validation Loss: 0.1247, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 36/1000, Train Loss: 0.0315, Validation Loss: 0.1295, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 37/1000, Train Loss: 0.0315, Validation Loss: 0.1277, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 38/1000, Train Loss: 0.0309, Validation Loss: 0.1196, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 39/1000, Train Loss: 0.0306, Validation Loss: 0.1214, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
Epoch 40/1000, Train Loss: 0.0304, Validation Loss: 0.1251, Train Accuracy: 0.9956, Validation Accuracy: 0.9825
