id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,144.134.6.70,50,0.8940410171525941,6,3,3,12
2,3.69.21.31,19,0.35276291009985516,8,0,4,14
3,43.14.229.127,11,0.43245544958139015,1,0,1,20
4,127.48.102.79,19,0.20373434720210531,3,2,5,5
5,142.108.31.244,44,0.29870345704461976,1,2,5,7
6,255.44.79.83,16,0.37298871500358155,1,1,1,16
7,203.183.41.71,34,3.190970185778969,4,3,0,9
8,133.87.185.245,46,0.7944102560462439,1,5,2,11
9,188.54.83.143,17,0.18970716726582837,6,2,2,2
10,118.255.169.14,26,0.6042882038129569,1,2,2,3
11,172.160.211.10,7,0.5398236574249944,4,3,4,17
12,33.228.154.26,47,0.6645965230472567,10,4,2,4
13,175.144.155.147,45,0.9754355954313181,4,4,2,16
14,203.202.109.40,42,0.23480175985594878,5,5,2,11
15,73.130.210.69,27,0.13559144888445276,10,4,4,19
16,210.97.158.6,31,0.7225667035100635,3,2,4,4
17,99.191.69.10,46,0.19408509308198707,1,1,2,10
18,167.162.255.199,48,0.5373784901440103,6,3,4,12
19,98.144.15.88,17,0.41430231405238627,8,3,2,6
20,73.33.80.239,47,2.527407569978562,5,3,0,13
21,10.130.77.15,23,0.6249888775897124,7,4,4,12
22,55.79.177.165,25,0.2970066512060161,7,4,3,10
23,253.133.73.46,15,0.1253211603109999,4,3,5,11
24,230.117.242.178,2,0.9853543938755629,1,0,4,20
25,135.5.247.236,45,0.4909313831463784,1,3,2,9
26,209.87.177.75,0,0.3543508104190636,7,5,1,7
27,197.224.219.178,9,0.7619437348620743,8,5,5,7
28,250.195.147.150,46,0.8103335310658336,9,4,4,15
29,100.27.81.57,20,0.7333111171627935,8,4,2,17
30,159.159.6.152,13,0.8644640344669304,6,4,3,2
31,143.77.70.232,50,0.763277161209228,5,1,2,11
32,199.7.227.8,2,0.9768390610911812,8,1,2,5
33,170.127.123.148,4,0.31143488796578467,5,3,3,13
34,242.217.13.29,0,0.33580701980091165,4,3,3,15
35,157.67.30.113,34,0.9470304697311791,4,1,2,16
36,172.234.109.2,47,0.5529987171503058,1,1,3,5
37,221.254.129.209,9,0.6897161330469227,8,5,5,11
38,32.200.59.128,45,0.8017405379371012,2,0,5,16
39,119.239.52.64,12,0.8174663333515269,5,0,1,8
40,95.32.37.39,39,0.6086593462516251,1,1,5,1
41,9.56.24.184,44,0.9796498938878597,5,3,4,17
42,99.176.16.84,42,0.6312604879501387,5,4,3,3
43,154.99.134.85,1,0.7822497098758353,10,1,4,14
44,240.216.171.241,20,0.20477753631126389,8,3,1,9
45,9.38.158.103,13,0.5043105406590803,4,4,5,15
46,76.82.240.18,49,0.437164376454528,5,4,2,6
47,180.107.149.197,7,0.3189139199173695,10,1,5,8
48,249.52.219.253,14,0.9986275922623667,6,5,2,1
49,230.44.29.154,9,0.7618909579870795,4,3,4,14
50,246.68.74.175,0,0.653462675213339,6,1,3,2
51,230.197.158.99,17,0.5253213435419793,5,4,1,4
52,234.224.57.190,44,0.2841485422089733,8,5,4,9
53,193.73.136.239,36,0.3249573089762974,4,5,2,14
