id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.39,0.71,0.8,0.54,1.0,0.71,5,0
2,proxy2,0.46,0.68,0.66,0.64,0.99,0.86,6,0
3,proxy3,20.13,1.1,6.41,1.25,6.8,3.86,7,0
4,proxy4,0.44,1.08,0.61,0.61,1.01,0.86,6,0
5,proxy5,1.0,0.83,1.0,1.39,1.0,1.0,7,0
6,proxy6,0.39,0.79,1.01,0.55,1.0,0.71,5,0
7,proxy7,1.04,1.1,0.88,1.44,1.0,1.43,10,0
8,proxy8,0.34,0.79,0.63,0.47,1.0,0.57,4,0
9,proxy9,1.0,1.09,1.06,1.39,1.0,1.14,8,0
10,proxy10,18.89,1.02,6.23,1.53,8.57,3.86,7,0
11,proxy11,1.09,1.03,1.1,1.51,1.0,0.86,6,0
12,proxy12,18.99,0.64,5.84,1.0,6.58,3.71,6,0
13,proxy13,1.37,0.95,0.84,1.89,1.01,1.14,8,0
14,proxy14,0.72,1.09,1.0,1.0,1.0,1.14,8,0
15,proxy15,0.62,1.0,0.97,0.86,1.0,1.0,7,0
