id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.24,1.31,1.39,0.24,0.99,0.5,3,0
2,proxy2,0.6,0.88,1.13,0.6,1.0,0.83,5,0
3,proxy3,0.94,1.09,1.03,0.94,1.0,1.0,6,0
4,proxy4,1.0,0.82,0.71,1.0,1.0,0.83,5,0
5,proxy5,1.54,0.75,0.82,1.54,1.01,1.83,11,0
6,proxy6,0.63,0.66,1.31,0.63,0.99,0.5,3,0
7,proxy7,2.76,1.1,0.8,2.76,1.02,2.17,13,0
8,proxy8,1.58,0.87,1.05,1.58,1.0,1.17,7,0
9,proxy9,1.27,0.98,0.83,1.27,1.0,1.0,6,0
10,proxy10,1.4,1.02,0.8,1.4,1.01,1.67,10,0
11,proxy11,0.95,0.9,0.79,0.95,1.0,0.83,5,0
12,proxy12,2.71,1.0,1.07,2.71,1.0,1.83,11,0
13,proxy13,0.91,1.27,0.88,0.91,1.0,1.17,7,0
14,proxy14,1.52,1.14,1.0,1.52,1.0,1.17,7,0
15,proxy15,0.3,1.21,1.36,0.3,0.99,0.17,1,0
