id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.79,1.31,0.69,0.87,0.99,0.86,6,0
2,proxy2,1.29,1.0,1.0,1.42,1.01,1.43,10,0
3,proxy3,0.54,1.23,0.9,0.6,0.99,0.57,4,0
4,proxy4,0.5,1.29,1.16,0.54,0.99,0.57,4,0
5,proxy5,1.56,1.43,1.03,1.71,1.01,1.29,9,0
6,proxy6,0.81,1.03,1.09,0.88,0.99,0.57,4,0
7,proxy7,22.98,0.86,4.2,0.83,8.35,3.43,4,0
8,proxy8,22.82,1.2,6.03,1.29,6.68,3.86,7,0
9,proxy9,0.89,0.74,1.03,0.98,1.0,1.0,7,0
10,proxy10,1.34,0.74,0.98,1.47,1.01,1.57,11,0
11,proxy11,1.0,1.33,0.92,1.1,1.0,0.86,6,0
12,proxy12,1.14,0.82,0.69,1.25,1.0,1.0,7,0
13,proxy13,0.77,0.93,0.6,0.84,1.0,0.71,5,0
14,proxy14,1.33,0.82,1.09,1.46,1.0,1.43,10,0
15,proxy15,0.91,0.77,0.97,1.0,0.99,0.86,6,0
