id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.88,0.88,0.83,0.88,0.99,0.67,4,0
2,proxy2,1.23,1.01,1.07,1.23,1.0,1.17,7,0
3,proxy3,11.7,0.82,0.82,11.7,0.99,0.5,3,1
4,proxy4,1.0,0.6,0.93,1.0,1.0,0.83,5,0
5,proxy5,1.48,1.1,1.19,1.48,1.01,1.5,9,0
6,proxy6,0.62,1.0,1.14,0.62,1.0,1.0,6,0
7,proxy7,1.52,0.77,0.92,1.52,1.02,1.67,10,0
8,proxy8,0.79,1.04,0.7,0.79,1.0,0.67,4,0
9,proxy9,1.58,1.03,1.0,1.58,1.01,1.67,10,0
10,proxy10,12.5,1.16,0.75,12.5,1.0,1.0,6,1
11,proxy11,0.88,0.68,1.24,0.88,1.01,1.0,6,0
12,proxy12,1.56,0.89,0.7,1.56,1.02,1.83,11,0
13,proxy13,7.02,1.18,0.85,7.02,1.0,1.0,6,1
14,proxy14,40.12,0.92,3.83,425.51,5.11,1.17,7,1
15,proxy15,0.55,1.17,1.06,0.55,1.0,1.0,6,0
