id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.68,1.34,0.77,0.68,0.99,0.79,11,0
2,proxy2,1.1,1.3,1.01,1.1,1.0,1.07,15,0
3,proxy3,0.8,0.79,0.94,0.8,1.0,0.86,12,0
4,proxy4,1.17,1.1,1.38,1.17,1.01,1.36,19,0
5,proxy5,1.09,1.15,0.81,1.09,1.02,1.14,16,0
6,proxy6,0.85,0.91,1.05,0.85,1.01,1.0,14,0
7,proxy7,6.99,1.25,0.77,6.99,1.03,1.86,26,1
8,proxy8,0.6,1.1,1.39,0.6,0.99,0.57,8,0
9,proxy9,0.93,1.34,0.83,0.93,0.99,0.64,9,0
10,proxy10,0.78,0.79,0.75,0.78,1.01,1.07,15,0
11,proxy11,6.37,0.96,1.13,6.37,1.01,1.21,17,1
12,proxy12,1.09,0.88,1.0,1.09,1.0,0.86,12,0
13,proxy13,1.45,0.74,0.92,1.45,1.02,1.5,21,0
14,proxy14,0.98,1.2,0.95,0.98,1.02,1.14,16,0
15,proxy15,1.0,0.72,1.23,1.0,0.99,0.86,12,0
16,proxy16,10.99,0.7,0.86,10.99,1.02,1.5,21,1
17,proxy17,1.59,1.0,0.75,1.59,1.0,1.29,18,0
18,proxy18,1.05,0.92,1.32,1.05,1.0,0.86,12,0
19,proxy19,0.65,0.69,1.19,0.65,0.99,0.71,10,0
20,proxy20,1.18,1.01,1.09,1.18,1.02,1.14,16,0
