id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.28,1.0,1.0,1.28,1.01,1.07,15,0
2,proxy2,0.47,0.75,1.28,0.47,0.98,0.64,9,0
3,proxy3,25.16,1.02,3.9,239.11,4.02,1.29,18,1
4,proxy4,1.26,0.76,1.14,1.26,1.01,1.14,16,0
5,proxy5,1.41,1.19,0.97,1.41,1.0,1.0,14,0
6,proxy6,0.55,0.82,1.02,0.55,0.99,0.57,8,0
7,proxy7,0.98,1.15,0.81,0.98,1.01,1.0,14,0
8,proxy8,1.36,1.23,1.3,1.36,1.0,1.29,18,0
9,proxy9,0.44,0.9,0.81,0.44,0.99,0.57,8,0
10,proxy10,1.59,1.04,0.91,1.59,1.02,1.21,17,0
11,proxy11,1.04,0.89,1.15,1.04,0.99,0.64,9,0
12,proxy12,0.7,1.09,0.74,0.7,1.0,1.07,15,0
13,proxy13,1.0,1.32,1.0,1.0,0.99,0.86,12,0
14,proxy14,20.02,0.93,3.21,209.62,5.22,0.86,12,1
15,proxy15,1.0,0.72,1.17,1.0,1.01,1.07,15,0
