id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.58,1.33,1.03,0.58,1.0,0.77,10,0
2,proxy2,1.02,0.77,0.98,1.02,1.01,1.0,13,0
3,proxy3,0.93,1.29,0.83,0.93,0.99,0.77,10,0
4,proxy4,1.22,0.74,1.23,1.22,1.0,1.23,16,0
5,proxy5,1.0,1.0,0.89,1.0,1.0,0.85,11,0
6,proxy6,1.03,0.77,1.07,1.03,1.01,1.46,19,0
7,proxy7,0.88,0.91,1.12,0.88,1.02,1.0,13,0
8,proxy8,1.57,1.22,0.97,1.57,1.02,1.46,19,0
9,proxy9,1.2,1.17,1.11,1.2,1.0,1.15,15,0
10,proxy10,1.65,0.88,1.16,1.65,1.0,1.31,17,0
11,proxy11,0.7,0.84,0.76,0.7,1.0,0.62,8,0
12,proxy12,0.94,1.04,0.99,0.94,0.99,0.69,9,0
13,proxy13,1.93,0.97,0.97,1.93,1.02,1.54,20,0
14,proxy14,0.77,1.32,1.0,0.77,1.0,0.77,10,0
15,proxy15,0.93,1.4,1.16,0.93,0.99,0.77,10,0
