id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.88,0.96,0.64,0.9,1.0,1.07,15,0
2,proxy2,1.07,1.26,0.82,1.1,0.99,0.93,13,0
3,proxy3,0.96,1.17,0.74,0.98,1.0,1.0,14,0
4,proxy4,1.11,0.86,0.66,1.13,1.01,1.07,15,0
5,proxy5,1.31,0.98,0.98,1.34,1.01,1.14,16,0
6,proxy6,0.76,1.28,1.08,0.78,1.01,1.0,14,0
7,proxy7,1.78,0.89,1.1,1.82,1.02,1.43,20,0
8,proxy8,0.85,0.92,1.14,0.87,1.0,0.93,13,0
9,proxy9,0.53,0.8,1.18,0.54,0.99,0.43,6,0
10,proxy10,19.72,1.23,3.72,245.93,5.71,0.86,12,1
11,proxy11,1.06,1.08,1.06,1.09,1.01,0.93,13,0
12,proxy12,0.87,1.06,0.9,0.89,1.0,0.79,11,0
13,proxy13,1.27,0.9,0.82,1.3,1.0,1.14,16,0
14,proxy14,18.21,1.13,3.83,200.47,5.56,0.79,11,1
15,proxy15,37.34,0.84,7.86,230.97,10.61,2.71,18,1
16,proxy16,23.87,1.0,2.85,168.27,4.03,1.07,15,1
17,proxy17,1.13,1.26,1.19,1.16,0.98,1.14,16,0
18,proxy18,35.02,1.1,9.35,181.6,13.22,3.0,22,1
19,proxy19,25.89,0.98,2.92,217.64,5.34,1.07,15,1
20,proxy20,1.33,0.84,0.95,1.36,1.01,1.29,18,0
21,proxy21,14.64,1.19,5.29,0.96,5.94,2.36,13,0
22,proxy22,17.1,1.3,6.27,1.55,8.5,2.5,15,0
23,proxy23,24.02,0.75,3.06,172.05,4.4,0.79,11,1
24,proxy24,0.67,0.76,0.99,0.69,0.99,0.64,9,0
25,proxy25,0.88,0.95,1.02,0.89,0.99,0.86,12,0
26,proxy26,1.0,0.74,0.64,1.02,1.02,1.14,16,0
27,proxy27,32.88,1.2,7.51,255.84,12.71,2.79,19,1
28,proxy28,1.0,1.28,1.02,1.03,0.99,1.0,14,0
29,proxy29,1.42,1.28,0.75,1.45,1.0,1.5,21,0
30,proxy30,1.79,0.95,0.98,1.83,1.01,1.36,19,0
31,proxy31,17.14,0.82,4.14,239.03,5.11,0.79,11,1
32,proxy32,0.88,1.02,1.01,0.9,1.0,1.0,14,0
33,proxy33,0.85,1.08,0.69,0.87,0.99,0.86,12,0
34,proxy34,0.8,0.83,1.13,0.82,0.99,0.71,10,0
35,proxy35,0.73,1.12,1.18,0.74,0.99,0.79,11,0
