Starting training...
Epoch 1/1000, Train Loss: 0.9644, Validation Loss: 0.5633, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 2/1000, Train Loss: 0.3153, Validation Loss: 0.1591, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 3/1000, Train Loss: 0.1015, Validation Loss: 0.0935, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 4/1000, Train Loss: 0.0823, Validation Loss: 0.0938, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 5/1000, Train Loss: 0.0816, Validation Loss: 0.0915, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 6/1000, Train Loss: 0.0774, Validation Loss: 0.0858, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 7/1000, Train Loss: 0.0733, Validation Loss: 0.0830, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 8/1000, Train Loss: 0.0709, Validation Loss: 0.0823, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 9/1000, Train Loss: 0.0703, Validation Loss: 0.0827, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 10/1000, Train Loss: 0.0699, Validation Loss: 0.0826, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 11/1000, Train Loss: 0.0693, Validation Loss: 0.0828, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 12/1000, Train Loss: 0.0689, Validation Loss: 0.0830, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 13/1000, Train Loss: 0.0686, Validation Loss: 0.0831, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 14/1000, Train Loss: 0.0683, Validation Loss: 0.0828, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 15/1000, Train Loss: 0.0685, Validation Loss: 0.0826, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 16/1000, Train Loss: 0.0679, Validation Loss: 0.0826, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 17/1000, Train Loss: 0.0675, Validation Loss: 0.0825, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 18/1000, Train Loss: 0.0673, Validation Loss: 0.0829, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 19/1000, Train Loss: 0.0671, Validation Loss: 0.0825, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 20/1000, Train Loss: 0.0671, Validation Loss: 0.0828, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 21/1000, Train Loss: 0.0668, Validation Loss: 0.0824, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 22/1000, Train Loss: 0.0663, Validation Loss: 0.0823, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 23/1000, Train Loss: 0.0659, Validation Loss: 0.0829, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 24/1000, Train Loss: 0.0658, Validation Loss: 0.0823, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 25/1000, Train Loss: 0.0656, Validation Loss: 0.0821, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 26/1000, Train Loss: 0.0649, Validation Loss: 0.0828, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 27/1000, Train Loss: 0.0652, Validation Loss: 0.0827, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 28/1000, Train Loss: 0.0646, Validation Loss: 0.0821, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 29/1000, Train Loss: 0.0642, Validation Loss: 0.0838, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 30/1000, Train Loss: 0.0641, Validation Loss: 0.0826, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 31/1000, Train Loss: 0.0640, Validation Loss: 0.0830, Train Accuracy: 0.9880, Validation Accuracy: 0.9900
Epoch 32/1000, Train Loss: 0.0638, Validation Loss: 0.0826, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 33/1000, Train Loss: 0.0627, Validation Loss: 0.0821, Train Accuracy: 0.9880, Validation Accuracy: 0.9900
Epoch 34/1000, Train Loss: 0.0625, Validation Loss: 0.0825, Train Accuracy: 0.9873, Validation Accuracy: 0.9900
Epoch 35/1000, Train Loss: 0.0611, Validation Loss: 0.0816, Train Accuracy: 0.9880, Validation Accuracy: 0.9900
Epoch 36/1000, Train Loss: 0.0604, Validation Loss: 0.0833, Train Accuracy: 0.9880, Validation Accuracy: 0.9900
