id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.83,1.13,0.74,0.88,1.0,0.89,31,0
2,proxy2,0.94,0.98,0.87,1.0,1.0,1.09,38,0
3,proxy3,1.31,1.17,2.14,1.12,2.53,1.54,34,0
4,proxy4,0.93,1.01,0.82,0.99,0.98,0.89,31,0
5,proxy5,1.09,1.17,0.88,1.16,0.99,0.94,33,0
6,proxy6,1.25,1.0,2.39,0.72,2.66,1.43,30,0
7,proxy7,1.34,0.95,3.35,0.83,5.78,2.0,30,0
8,proxy8,0.93,1.05,0.77,0.99,0.98,0.8,28,0
9,proxy9,1.0,1.09,1.07,1.07,1.03,1.11,39,0
10,proxy10,1.08,0.63,0.77,1.15,0.99,1.0,35,0
11,proxy11,0.92,0.86,1.07,0.98,0.99,0.86,30,0
12,proxy12,1.84,1.01,1.7,1.48,3.34,1.77,42,0
13,proxy13,0.79,0.81,1.0,0.84,0.98,0.8,28,0
14,proxy14,0.97,0.93,0.96,1.04,1.01,1.03,36,0
15,proxy15,1.08,0.91,1.05,1.16,1.0,1.0,35,0
