id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,17.09,14.159751079222099,10.662988033947059,1.709,13.7,13,13,1
2,proxy2,4.88,29.011321927747876,27.876539197637374,0.48800000000000004,13.700000000000003,16,16,0
3,proxy3,21.860000000000007,14.805858207049353,10.134121512072745,2.1860000000000004,13.2,12,12,1
4,proxy4,4.430000000000001,11.637024651113471,26.174431842451515,0.44300000000000006,15.4,19,19,0
5,proxy5,19.15,12.643400117726397,18.836453498938347,1.915,13.8,15,15,1
6,proxy6,3.49,19.019597188272623,16.20674004749906,0.3490000000000001,14.2,14,14,0
7,proxy7,3.4400000000000004,15.420620835636084,25.326636122036117,0.3440000000000001,12.200000000000001,13,13,0
8,proxy8,3.52,25.750797671944923,15.386826876151776,0.35200000000000004,12.4,14,14,0
9,proxy9,3.9299999999999997,21.283513796941747,29.79633163223663,0.393,12.3,14,14,0
10,proxy10,3.7399999999999998,21.17731858642402,12.984648159803017,0.37399999999999994,14.399999999999999,12,12,0
11,proxy11,9.31,22.455607482679966,34.74466831092695,0.5510000000000002,35.02295660121055,122,22,1
12,proxy12,2.9800000000000004,12.743631796632847,23.7813761873974,0.298,12.1,12,12,0
13,proxy13,5.000000000000001,23.12683898145234,28.595326233369555,0.5000000000000001,14.200000000000001,18,18,0
14,proxy14,3.3499999999999996,19.770832790157613,23.238864426675363,0.335,14.6,15,15,0
15,proxy15,77.06771701635104,10.1224768123171,54.433711167234996,74.73206364141332,50.402659062633994,17,17,1
16,proxy16,4.16,21.288608678891524,27.838275063304984,0.4160000000000001,14.8,16,16,0
17,proxy17,8.170000000000002,14.272417767194419,50.10298585416692,0.43700000000000006,37.617057277349204,117,17,1
18,proxy18,3.0500000000000003,28.300879926480306,11.418487546779435,0.305,12.0,11,11,0
19,proxy19,3.8499999999999996,27.958036253949913,27.257775388185017,0.38500000000000006,13.5,15,15,0
20,proxy20,7.41,14.687120999612853,51.25660131540884,0.42100000000000004,34.84023092272828,115,15,1
