id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.89,0.86,1.21,0.89,1.0,1.0,14,0
2,proxy2,5.34,0.93,1.08,5.34,1.01,1.21,17,1
3,proxy3,0.74,0.74,1.15,0.74,1.0,0.93,13,0
4,proxy4,1.16,0.7,0.69,1.16,1.0,1.07,15,0
5,proxy5,1.27,1.14,1.09,1.27,1.0,1.36,19,0
6,proxy6,5.57,1.14,1.06,5.57,0.99,1.0,14,1
7,proxy7,0.99,1.01,1.27,0.99,1.01,1.21,17,0
8,proxy8,1.15,0.99,0.87,1.15,0.99,0.86,12,0
9,proxy9,0.76,1.31,1.28,0.76,0.98,0.79,11,0
10,proxy10,0.84,1.16,1.17,0.84,0.99,0.93,13,0
11,proxy11,0.67,1.08,0.77,0.67,1.0,0.86,12,0
12,proxy12,1.15,0.72,1.0,1.15,1.0,1.21,17,0
13,proxy13,1.0,1.0,0.97,1.0,0.99,0.93,13,0
14,proxy14,5.4,0.79,1.36,5.4,1.02,1.64,23,1
15,proxy15,3.77,0.96,0.69,3.77,0.98,0.93,13,1
16,proxy16,1.22,0.69,1.0,1.22,1.01,1.29,18,0
17,proxy17,1.2,1.36,0.99,1.2,1.0,1.07,15,0
18,proxy18,4.96,1.28,0.92,4.96,0.99,0.93,13,1
19,proxy19,4.41,0.96,1.18,4.41,1.01,1.29,18,1
20,proxy20,5.54,0.96,0.88,5.54,0.99,0.93,13,1
