id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,27.58,1.15,5.53,1.71,6.57,4.14,9,0
2,proxy2,0.99,1.05,1.14,0.99,0.99,0.86,6,0
3,proxy3,1.01,1.18,1.06,1.01,1.0,1.43,10,0
4,proxy4,0.41,1.0,1.0,0.41,0.98,0.29,2,0
5,proxy5,0.6,1.06,0.9,0.6,1.0,1.14,8,0
6,proxy6,2.4,1.08,1.07,2.4,1.01,1.71,12,0
7,proxy7,0.85,0.93,0.7,0.85,0.99,0.57,4,0
8,proxy8,1.34,0.95,1.01,1.34,0.99,0.86,6,0
9,proxy9,1.22,0.87,0.69,1.22,1.01,1.29,9,0
10,proxy10,28.17,0.82,7.19,1.59,6.54,4.14,9,0
11,proxy11,0.82,1.14,0.87,0.82,0.99,0.43,3,0
12,proxy12,1.0,0.92,0.71,1.0,1.0,1.0,7,0
13,proxy13,30.27,0.73,4.77,2.3,9.43,4.29,10,0
14,proxy14,0.42,1.2,0.69,0.42,0.99,0.43,3,0
15,proxy15,0.2,0.75,0.97,0.2,0.99,0.29,2,0
