id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.12,1.0,0.65,1.12,1.01,1.27,19,0
2,proxy2,3.95,0.73,0.84,3.95,0.99,1.27,19,1
3,proxy3,1.1,0.72,1.02,1.1,0.99,1.0,15,0
4,proxy4,4.37,1.09,0.82,4.37,1.0,0.87,13,1
5,proxy5,0.36,1.12,0.63,0.36,0.99,0.47,7,0
6,proxy6,1.19,1.01,1.04,1.19,1.01,1.27,19,0
7,proxy7,0.96,1.03,1.05,0.96,1.0,0.87,13,0
8,proxy8,4.77,0.98,0.7,4.77,1.01,1.07,16,1
9,proxy9,0.34,0.71,1.06,0.34,0.99,0.6,9,0
10,proxy10,0.42,1.0,0.99,0.42,0.98,0.47,7,0
11,proxy11,1.04,0.79,1.07,1.04,1.02,1.33,20,0
12,proxy12,4.68,0.81,0.85,4.68,0.98,0.8,12,1
13,proxy13,0.92,0.98,0.98,0.92,1.0,0.93,14,0
14,proxy14,8.72,0.68,0.84,8.72,1.01,1.4,21,1
15,proxy15,1.29,1.0,1.01,1.29,1.01,1.13,17,0
16,proxy16,5.57,0.89,1.07,5.57,0.99,0.87,13,1
17,proxy17,1.17,0.78,1.11,1.17,1.01,1.07,16,0
18,proxy18,0.95,0.71,0.76,0.95,1.0,1.0,15,0
19,proxy19,1.47,1.15,0.73,1.47,1.02,1.47,22,0
20,proxy20,0.64,1.09,0.83,0.64,0.99,0.87,13,0
