id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,23.01,1.05,7.24,0.94,10.19,3.25,6,0
2,proxy2,20.63,1.0,7.39,1.47,7.67,3.5,8,0
3,proxy3,0.22,0.78,0.98,0.23,0.99,0.38,3,0
4,proxy4,0.4,1.22,1.05,0.42,1.0,0.62,5,0
5,proxy5,1.64,0.99,0.99,1.72,1.0,1.25,10,0
6,proxy6,0.6,1.15,1.06,0.63,0.99,0.62,5,0
7,proxy7,17.31,0.76,5.2,1.01,6.3,3.5,8,0
8,proxy8,1.82,1.14,0.88,1.91,1.01,1.62,13,0
9,proxy9,1.2,1.31,0.89,1.26,1.0,1.0,8,0
10,proxy10,0.96,1.05,0.93,1.01,1.0,1.12,9,0
11,proxy11,0.83,0.72,1.17,0.87,1.0,0.75,6,0
12,proxy12,1.07,0.85,0.82,1.12,1.0,1.0,8,0
13,proxy13,0.64,1.12,1.01,0.67,0.99,0.75,6,0
14,proxy14,1.23,1.26,1.13,1.29,1.01,1.38,11,0
15,proxy15,0.56,0.71,0.72,0.59,0.99,0.62,5,0
16,proxy16,0.88,0.82,1.26,0.92,0.99,0.88,7,0
17,proxy17,1.12,1.25,1.11,1.17,1.0,1.0,8,0
18,proxy18,1.05,0.95,1.25,1.11,1.0,0.88,7,0
19,proxy19,0.5,1.06,1.23,0.53,0.99,0.5,4,0
20,proxy20,0.77,0.77,0.71,0.81,0.99,0.62,5,0
21,proxy21,1.11,0.91,1.16,1.17,1.01,1.75,14,0
22,proxy22,1.26,1.17,0.77,1.32,1.0,1.5,12,0
23,proxy23,1.0,0.86,0.84,1.05,1.01,1.0,8,0
24,proxy24,1.35,1.29,0.69,1.41,1.0,1.12,9,0
25,proxy25,1.1,1.17,1.23,1.15,1.0,1.12,9,0
26,proxy26,0.89,0.67,0.73,0.93,1.0,0.88,7,0
27,proxy27,0.47,1.14,0.85,0.49,0.99,0.75,6,0
28,proxy28,0.98,0.7,1.15,1.03,1.0,0.88,7,0
29,proxy29,0.58,0.94,1.21,0.61,1.0,1.12,9,0
30,proxy30,1.17,0.79,0.86,1.23,1.01,1.38,11,0
31,proxy31,0.27,0.86,1.15,0.28,0.99,0.38,3,0
32,proxy32,0.81,0.69,0.88,0.85,0.99,0.88,7,0
33,proxy33,1.38,1.31,0.86,1.45,1.0,1.12,9,0
34,proxy34,0.6,0.82,1.08,0.63,0.99,0.62,5,0
35,proxy35,16.49,1.28,4.88,1.66,7.98,3.62,9,0
36,proxy36,0.73,1.3,0.97,0.76,0.99,0.88,7,0
37,proxy37,22.52,1.04,7.45,0.93,8.57,3.5,8,0
38,proxy38,1.36,0.9,0.74,1.42,1.01,1.38,11,0
39,proxy39,0.95,1.13,0.7,1.0,0.99,0.88,7,0
40,proxy40,0.66,1.1,1.0,0.7,1.0,0.75,6,0
41,proxy41,0.6,1.05,0.85,0.63,1.0,1.0,8,0
42,proxy42,0.79,1.31,0.9,0.83,1.01,1.12,9,0
43,proxy43,18.95,0.91,5.27,2.23,7.99,4.38,15,0
44,proxy44,18.66,1.0,4.85,1.42,9.82,4.12,13,0
45,proxy45,1.02,0.75,0.95,1.08,1.0,1.25,10,0
46,proxy46,0.68,1.05,1.09,0.71,0.99,0.5,4,0
47,proxy47,0.71,0.7,0.79,0.75,1.0,1.0,8,0
48,proxy48,1.3,1.03,0.9,1.36,0.99,0.88,7,0
49,proxy49,0.72,0.97,1.03,0.75,1.0,1.12,9,0
50,proxy50,1.12,0.93,1.0,1.18,1.0,1.0,8,0
51,proxy51,1.19,0.91,1.02,1.25,1.01,1.25,10,0
52,proxy52,0.75,1.1,0.79,0.78,1.0,1.12,9,0
53,proxy53,1.25,1.12,1.25,1.31,1.0,1.0,8,0
54,proxy54,1.49,1.16,0.9,1.56,1.01,1.5,12,0
55,proxy55,23.18,0.81,6.81,1.12,10.64,3.5,8,0
56,proxy56,1.1,1.1,1.18,1.15,1.0,1.12,9,0
57,proxy57,0.71,0.75,0.91,0.75,0.99,0.62,5,0
58,proxy58,24.23,0.7,6.58,1.71,9.53,4.25,14,0
59,proxy59,15.88,0.74,7.21,1.54,6.11,3.75,10,0
60,proxy60,0.99,0.67,1.11,1.04,1.0,1.0,8,0
61,proxy61,0.77,0.74,0.96,0.81,1.0,1.0,8,0
62,proxy62,12.63,0.66,6.1,1.15,7.07,3.88,11,0
63,proxy63,0.47,1.24,0.78,0.49,0.99,0.5,4,0
64,proxy64,1.16,0.87,0.8,1.22,1.01,1.25,10,0
65,proxy65,24.98,1.3,5.56,0.98,6.18,3.5,8,0
66,proxy66,0.83,0.88,1.22,0.87,1.0,0.88,7,0
67,proxy67,0.94,0.97,0.86,0.98,1.0,1.0,8,0
68,proxy68,1.07,0.93,0.76,1.13,1.0,1.0,8,0
69,proxy69,1.27,1.13,0.94,1.33,1.0,1.25,10,0
70,proxy70,20.58,0.88,5.26,0.91,8.86,3.62,9,0
71,proxy71,0.95,0.7,1.18,1.0,1.0,1.25,10,0
