id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.78,0.91,0.93,0.78,1.0,1.0,8,0
2,proxy2,0.8,0.95,1.1,0.8,1.0,1.0,8,0
3,proxy3,0.8,0.91,1.15,0.8,0.99,0.88,7,0
4,proxy4,1.1,1.17,1.11,1.1,1.02,1.62,13,0
5,proxy5,1.13,0.9,0.93,1.13,1.0,1.0,8,0
6,proxy6,32.51,0.89,4.28,356.59,5.8,1.38,11,1
7,proxy7,1.27,1.05,0.78,1.27,1.01,1.5,12,0
8,proxy8,1.7,1.4,1.07,1.7,1.01,1.38,11,0
9,proxy9,37.52,1.2,3.36,322.76,5.09,2.0,16,1
10,proxy10,0.9,1.26,0.78,0.9,0.99,0.75,6,0
