id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.08,1.07,1.0,1.08,1.0,0.93,13,0
2,proxy2,0.67,0.82,1.02,0.67,0.99,0.86,12,0
3,proxy3,1.02,1.0,0.79,1.02,1.0,1.0,14,0
4,proxy4,0.69,0.78,1.26,0.69,1.0,1.07,15,0
5,proxy5,1.14,1.19,1.35,1.14,1.0,1.07,15,0
6,proxy6,1.28,0.73,0.97,1.28,1.02,1.29,18,0
7,proxy7,0.82,1.0,0.89,0.82,0.99,0.86,12,0
8,proxy8,0.83,1.03,0.9,0.83,1.01,0.93,13,0
9,proxy9,14.16,1.26,4.72,158.19,4.76,0.64,9,1
10,proxy10,1.14,0.85,1.04,1.14,1.0,0.86,12,0
11,proxy11,0.7,0.87,0.85,0.7,1.0,0.79,11,0
12,proxy12,1.0,1.1,1.38,1.0,1.01,1.14,16,0
13,proxy13,18.41,1.22,4.87,214.76,4.02,0.64,9,1
14,proxy14,1.19,0.93,0.93,1.19,1.0,1.0,14,0
15,proxy15,0.86,1.12,1.01,0.86,1.01,1.21,17,0
