id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,8.99,4.251599424408808,21.419328622644116,0.8990000000000004,100,114,32
2,proxy2,26.931984986939504,4.093507813072604,75.40573394031105,20.770722841909297,100,87,24
3,proxy3,10.69,4.21760439148723,10.790601780803932,1.0690000000000002,100,121,37
4,proxy4,33.720866301498766,4.002102309807458,33.16719891143054,39.47812530327064,100,68,23
5,proxy5,9.909999999999998,4.168085151488741,29.79185839706807,0.9910000000000004,100,109,40
6,proxy6,8.35,4.260564635248458,12.225677376766068,0.8350000000000003,100,113,29
7,proxy7,38.088752800988125,4.331876908386558,100,29.64044826728109,100,91,31
8,proxy8,22.487567577911946,3.693251592743971,36.46210506230724,13.641024002636737,100,97,29
9,proxy9,6.799999999999999,4.058554323983629,23.596462136158035,0.6800000000000002,100,99,28
10,proxy10,61.597969895533936,3.924358885186972,71.58106483111357,65.14768946007788,100,97,27
