id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.37,1.23,1.29,0.39,0.99,0.43,3,0
2,proxy2,0.76,0.92,1.0,0.81,0.99,0.57,4,0
3,proxy3,0.94,0.84,0.79,1.0,1.0,1.0,7,0
4,proxy4,2.19,1.24,0.81,2.34,1.02,1.71,12,0
5,proxy5,1.0,1.07,1.15,1.07,1.0,1.14,8,0
6,proxy6,1.28,1.4,0.69,1.37,1.01,1.29,9,0
7,proxy7,1.68,0.93,0.85,1.8,1.0,1.29,9,0
8,proxy8,25.05,1.0,6.59,0.57,8.3,3.57,5,0
9,proxy9,25.45,0.89,7.72,1.68,7.53,3.86,7,0
10,proxy10,0.59,0.91,1.0,0.63,1.0,0.71,5,0
11,proxy11,0.77,0.93,0.92,0.82,0.99,0.43,3,0
12,proxy12,0.24,1.04,0.75,0.26,0.99,0.29,2,0
13,proxy13,2.19,1.16,0.92,2.34,1.01,2.0,14,0
14,proxy14,1.41,1.25,1.14,1.51,1.0,0.86,6,0
15,proxy15,0.81,0.76,1.0,0.87,1.0,0.86,6,0
