id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.15,1.16,1.0,1.15,1.01,1.21,17,0
2,proxy2,1.37,0.96,1.21,1.37,1.0,1.29,18,0
3,proxy3,0.77,0.86,1.15,0.77,0.99,0.79,11,0
4,proxy4,1.59,1.15,0.71,1.59,1.02,1.29,18,0
5,proxy5,0.99,1.43,0.77,0.99,1.0,0.93,13,0
6,proxy6,1.48,1.32,1.02,1.48,1.03,1.57,22,0
7,proxy7,0.91,1.12,0.85,0.91,1.0,0.79,11,0
8,proxy8,6.14,0.8,0.68,6.14,1.0,1.07,15,1
9,proxy9,1.07,1.0,0.91,1.07,1.01,1.29,18,0
10,proxy10,0.97,0.97,0.65,0.97,1.0,1.07,15,0
11,proxy11,0.8,0.92,0.9,0.8,0.99,0.86,12,0
12,proxy12,1.0,0.79,0.7,1.0,0.99,0.86,12,0
13,proxy13,5.75,1.41,0.85,5.75,1.0,0.93,13,1
14,proxy14,1.1,1.31,1.11,1.1,1.0,0.86,12,0
15,proxy15,0.77,0.78,1.1,0.77,1.0,1.0,14,0
16,proxy16,10.26,1.13,0.66,10.26,1.02,1.43,20,1
17,proxy17,1.02,1.28,1.19,1.02,1.0,1.07,15,0
18,proxy18,1.29,0.95,1.19,1.29,1.01,1.29,18,0
19,proxy19,0.71,0.94,1.1,0.71,0.99,0.86,12,0
20,proxy20,0.89,1.0,0.78,0.89,1.0,1.0,14,0
