id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.2,0.83,1.12,1.24,1.0,1.14,8,0
2,proxy2,1.2,1.24,1.0,1.25,1.01,1.0,7,0
3,proxy3,0.65,1.11,0.95,0.68,0.99,0.86,6,0
4,proxy4,0.6,1.16,0.92,0.63,1.0,0.57,4,0
5,proxy5,0.87,1.12,0.87,0.9,1.01,1.14,8,0
6,proxy6,0.28,1.22,1.06,0.29,0.99,0.29,2,0
7,proxy7,0.96,1.1,0.76,0.99,1.01,1.43,10,0
8,proxy8,26.35,0.94,4.95,0.43,8.06,3.14,2,0
9,proxy9,0.7,1.27,0.77,0.72,1.0,0.86,6,0
10,proxy10,0.78,1.16,0.89,0.81,1.01,1.0,7,0
11,proxy11,1.08,0.72,0.82,1.12,0.99,1.0,7,0
12,proxy12,0.47,1.02,0.74,0.49,0.99,0.43,3,0
13,proxy13,0.44,0.84,1.18,0.45,1.0,0.43,3,0
14,proxy14,1.29,0.85,0.96,1.34,1.0,1.0,7,0
15,proxy15,1.35,0.72,1.36,1.4,1.01,1.43,10,0
16,proxy16,0.71,1.13,1.11,0.73,1.0,0.86,6,0
17,proxy17,1.02,0.82,1.19,1.05,1.0,0.86,6,0
18,proxy18,8.6,0.89,1.08,8.91,1.01,1.43,10,1
19,proxy19,0.98,1.12,1.23,1.01,1.0,1.14,8,0
20,proxy20,0.69,1.0,1.19,0.72,1.0,0.71,5,0
21,proxy21,10.51,0.89,1.36,10.88,1.0,1.29,9,1
22,proxy22,1.41,0.99,1.07,1.46,1.01,1.71,12,0
23,proxy23,0.85,0.99,1.19,0.88,1.0,1.0,7,0
24,proxy24,0.83,1.15,1.31,0.86,1.0,0.71,5,0
25,proxy25,0.72,1.25,0.73,0.74,0.99,0.43,3,0
26,proxy26,0.7,0.69,1.22,0.73,0.99,0.71,5,0
27,proxy27,0.94,0.8,0.93,0.97,1.0,0.86,6,0
28,proxy28,2.38,0.75,0.9,2.46,1.02,2.14,15,0
29,proxy29,0.84,0.78,0.86,0.87,0.99,0.86,6,0
30,proxy30,1.01,0.7,1.17,1.04,1.0,0.86,6,0
31,proxy31,0.82,1.07,0.85,0.85,1.0,0.57,4,0
32,proxy32,0.72,0.85,0.77,0.75,0.99,0.57,4,0
33,proxy33,1.55,0.87,1.36,1.6,1.02,1.43,10,0
34,proxy34,0.15,1.28,1.02,0.16,0.99,0.14,1,0
35,proxy35,22.93,0.8,5.11,0.73,9.38,3.29,3,0
36,proxy36,0.91,0.75,1.03,0.95,1.0,0.86,6,0
37,proxy37,0.5,0.89,0.84,0.52,0.99,0.57,4,0
38,proxy38,29.81,1.1,5.59,1.47,9.23,4.0,8,0
39,proxy39,0.51,0.96,0.79,0.53,0.99,0.43,3,0
40,proxy40,1.14,0.82,0.96,1.18,1.0,0.71,5,0
41,proxy41,38.0,0.84,4.14,326.49,4.88,1.29,9,1
42,proxy42,0.57,0.8,0.99,0.59,1.0,1.0,7,0
43,proxy43,1.07,1.07,1.13,1.11,1.01,1.29,9,0
44,proxy44,1.14,1.32,1.34,1.18,1.01,1.0,7,0
45,proxy45,1.17,1.23,1.18,1.21,1.0,1.0,7,0
46,proxy46,0.7,1.09,0.92,0.72,1.0,0.57,4,0
47,proxy47,1.08,1.14,0.77,1.12,1.0,0.86,6,0
48,proxy48,0.99,0.97,1.28,1.02,1.0,0.71,5,0
49,proxy49,2.12,1.32,1.2,2.2,1.01,1.43,10,0
50,proxy50,1.1,1.3,1.03,1.14,1.0,1.0,7,0
51,proxy51,0.86,0.8,1.05,0.89,1.0,0.71,5,0
52,proxy52,0.88,0.85,0.9,0.91,1.01,0.86,6,0
53,proxy53,0.72,1.31,1.1,0.74,1.0,1.14,8,0
54,proxy54,0.1,0.91,1.05,0.11,0.99,0.29,2,0
55,proxy55,1.98,0.91,0.88,2.05,1.0,1.14,8,0
56,proxy56,1.6,0.92,0.9,1.66,1.01,1.43,10,0
57,proxy57,1.44,1.24,0.98,1.49,1.02,1.57,11,0
58,proxy58,1.13,0.85,1.09,1.17,1.0,0.86,6,0
59,proxy59,0.3,1.23,1.13,0.31,0.99,0.43,3,0
60,proxy60,7.88,1.16,0.89,8.15,1.01,1.29,9,1
61,proxy61,0.38,1.06,0.73,0.39,0.99,0.43,3,0
62,proxy62,1.16,0.68,1.01,1.2,0.99,1.0,7,0
63,proxy63,0.63,1.05,0.72,0.65,0.99,0.57,4,0
64,proxy64,0.36,0.71,0.86,0.38,1.0,0.71,5,0
65,proxy65,8.04,0.67,7.14,0.65,10.74,3.57,5,0
66,proxy66,0.88,0.74,1.08,0.91,1.0,0.86,6,0
67,proxy67,28.73,0.76,6.37,0.99,8.28,3.86,7,0
68,proxy68,1.38,1.0,0.94,1.43,1.01,1.43,10,0
69,proxy69,1.19,0.88,0.78,1.23,1.0,1.14,8,0
70,proxy70,8.99,1.18,0.9,9.3,0.99,0.57,4,1
71,proxy71,0.72,0.71,1.17,0.74,1.0,0.71,5,0
72,proxy72,0.68,0.71,0.89,0.7,0.99,0.57,4,0
73,proxy73,0.81,0.88,1.21,0.84,1.01,1.29,9,0
74,proxy74,13.57,0.86,0.95,14.05,1.01,1.43,10,1
75,proxy75,0.54,1.22,1.31,0.56,0.99,0.71,5,0
76,proxy76,0.86,1.08,0.95,0.89,1.0,1.0,7,0
77,proxy77,1.36,1.03,0.7,1.41,1.01,1.71,12,0
78,proxy78,1.1,0.83,0.83,1.14,1.01,1.29,9,0
79,proxy79,13.86,1.21,5.4,0.93,9.21,3.71,6,0
80,proxy80,1.43,1.0,1.01,1.48,1.01,1.57,11,0
81,proxy81,1.01,1.05,1.3,1.04,1.0,1.14,8,0
82,proxy82,28.31,1.1,5.34,1.19,7.42,3.71,6,0
83,proxy83,1.04,0.76,0.95,1.07,1.0,1.0,7,0
84,proxy84,0.72,0.68,0.71,0.75,1.0,1.0,7,0
85,proxy85,1.24,1.21,0.74,1.28,1.0,0.86,6,0
86,proxy86,1.12,1.23,0.96,1.16,1.01,0.86,6,0
87,proxy87,0.64,1.16,1.1,0.66,1.0,1.14,8,0
88,proxy88,0.53,0.94,1.23,0.55,1.0,0.57,4,0
89,proxy89,1.31,1.22,0.8,1.36,1.0,1.29,9,0
90,proxy90,0.57,1.06,1.26,0.59,0.99,0.71,5,0
91,proxy91,8.78,0.98,0.88,9.09,1.0,1.14,8,1
92,proxy92,1.53,1.32,1.27,1.58,1.0,1.43,10,0
93,proxy93,1.96,0.86,0.93,2.03,1.03,2.0,14,0
94,proxy94,0.67,1.16,1.22,0.69,0.99,0.43,3,0
95,proxy95,0.94,1.2,0.76,0.98,1.0,0.71,5,0
96,proxy96,1.9,0.79,1.13,1.96,1.01,1.71,12,0
97,proxy97,12.73,0.84,1.18,13.18,1.0,1.14,8,1
98,proxy98,1.12,1.08,0.94,1.16,1.01,1.0,7,0
99,proxy99,1.57,1.27,1.26,1.62,1.02,1.71,12,0
100,proxy100,0.54,0.99,1.1,0.56,0.99,0.71,5,0
101,proxy101,0.66,1.03,0.69,0.68,1.0,0.71,5,0
102,proxy102,0.99,1.09,0.91,1.02,1.0,1.0,7,0
103,proxy103,0.54,1.11,1.32,0.56,0.99,0.57,4,0
104,proxy104,0.91,1.02,0.73,0.94,1.0,1.0,7,0
105,proxy105,1.06,1.21,0.85,1.09,1.0,1.0,7,0
106,proxy106,1.03,0.8,1.02,1.07,1.0,0.86,6,0
107,proxy107,36.15,0.68,4.34,488.27,3.96,0.57,4,1
108,proxy108,1.01,1.04,0.96,1.05,0.99,1.0,7,0
109,proxy109,34.11,0.8,4.42,415.74,5.53,1.0,7,1
110,proxy110,1.21,1.14,1.23,1.25,1.0,1.0,7,0
111,proxy111,0.41,0.77,1.25,0.43,0.99,0.57,4,0
112,proxy112,0.94,0.95,0.98,0.98,1.0,0.71,5,0
113,proxy113,1.41,0.77,0.9,1.46,1.0,1.29,9,0
114,proxy114,0.89,1.14,0.94,0.92,1.0,0.86,6,0
115,proxy115,0.46,0.84,1.1,0.47,0.99,0.57,4,0
116,proxy116,32.31,1.18,4.16,475.18,4.24,0.86,6,1
117,proxy117,1.51,1.28,0.97,1.57,1.0,1.29,9,0
118,proxy118,1.27,1.03,1.36,1.32,1.0,0.86,6,0
119,proxy119,0.36,0.75,1.12,0.38,0.99,0.29,2,0
120,proxy120,2.02,0.91,0.7,2.1,1.02,1.57,11,0
121,proxy121,0.8,0.74,1.12,0.83,1.0,0.71,5,0
122,proxy122,1.59,1.17,0.82,1.64,1.01,1.43,10,0
123,proxy123,0.3,1.26,1.33,0.31,0.99,0.57,4,0
124,proxy124,0.56,0.81,0.74,0.58,1.0,0.86,6,0
125,proxy125,0.35,1.29,1.28,0.36,0.99,0.43,3,0
126,proxy126,25.24,0.76,4.49,1.21,9.18,3.86,7,0
127,proxy127,1.82,1.07,1.11,1.88,1.01,1.43,10,0
128,proxy128,0.67,1.14,1.36,0.7,0.99,0.57,4,0
129,proxy129,1.61,0.71,0.94,1.67,1.01,1.43,10,0
130,proxy130,0.76,0.79,0.73,0.79,1.0,0.86,6,0
131,proxy131,1.75,0.74,0.98,1.81,1.01,1.29,9,0
132,proxy132,0.79,1.08,0.69,0.82,1.0,0.71,5,0
133,proxy133,1.5,0.86,1.19,1.55,1.0,1.14,8,0
134,proxy134,0.99,0.67,0.94,1.03,0.99,0.86,6,0
135,proxy135,1.71,0.72,1.07,1.77,1.0,1.57,11,0
136,proxy136,7.99,1.31,1.2,8.27,1.01,1.29,9,1
137,proxy137,1.29,1.18,0.76,1.34,0.99,0.71,5,0
138,proxy138,43.58,1.11,3.59,344.2,4.18,0.57,4,1
139,proxy139,1.02,1.25,0.92,1.05,1.0,1.14,8,0
140,proxy140,0.82,1.09,0.95,0.85,0.99,0.71,5,0
141,proxy141,1.08,0.87,0.97,1.12,1.01,1.0,7,0
142,proxy142,1.3,0.95,1.2,1.34,1.0,1.14,8,0
143,proxy143,1.07,1.13,1.03,1.11,1.01,1.0,7,0
