id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.95,1.0,1.14,0.95,1.01,1.17,21,0
2,proxy2,1.1,0.71,0.91,1.1,1.01,1.17,21,0
3,proxy3,1.61,1.23,1.13,1.61,1.03,1.61,29,0
4,proxy4,0.87,1.0,0.85,0.87,1.0,1.0,18,0
5,proxy5,1.28,1.17,0.65,1.28,1.01,1.28,23,0
6,proxy6,1.05,1.21,1.13,1.05,0.99,0.83,15,0
7,proxy7,1.0,0.68,0.97,1.0,1.0,1.0,18,0
8,proxy8,0.65,1.02,1.0,0.65,0.99,0.67,12,0
9,proxy9,13.29,0.92,3.53,119.33,4.73,1.67,30,1
10,proxy10,0.51,0.91,1.11,0.51,0.99,0.72,13,0
