id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.02,1.0,0.93,1.02,1.01,1.18,10,0
2,proxy2,1.41,1.26,0.85,1.41,1.02,1.53,13,0
3,proxy3,1.15,0.7,1.1,1.15,1.0,0.94,8,0
4,proxy4,0.89,0.65,0.89,0.89,0.99,0.71,6,0
5,proxy5,0.95,1.0,0.93,0.95,0.99,0.71,6,0
6,proxy6,1.87,0.78,1.16,1.87,1.02,1.65,14,0
7,proxy7,28.51,1.2,4.0,265.91,4.39,0.94,8,1
8,proxy8,27.89,1.0,3.2,409.8,4.57,2.12,18,1
9,proxy9,0.97,1.26,1.29,0.97,1.0,1.06,9,0
10,proxy10,0.98,1.29,1.07,0.98,1.0,0.94,8,0
