id,normal,abnormal,unknown
136.133.86.52,1,0,0
108.188.168.1,1,0,0
249.129.241.203,1,0,0
110.57.73.165,1,0,0
35.33.210.184,1,0,0
121.43.56.34,1,0,0
71.212.32.173,1,0,0
23.171.224.30,1,0,0
206.98.213.206,1,0,0
46.117.160.30,1,0,0
59.94.27.250,1,0,0
188.95.219.128,1,0,0
175.59.225.125,1,0,0
224.93.223.113,1,0,0
122.186.73.33,1,0,0
115.205.253.196,1,0,0
58.39.145.81,1,0,0
164.125.45.108,1,0,0
239.221.182.211,1,0,0
85.33.188.146,1,0,0
147.159.103.89,1,0,0
109.71.159.244,1,0,0
161.127.159.152,1,0,0
8.167.4.226,1,0,0
69.161.21.187,1,0,0
56.124.206.183,1,0,0
43.177.132.136,1,0,0
85.160.75.4,1,0,0
206.137.76.132,1,0,0
181.46.223.198,1,0,0
237.203.71.107,1,0,0
180.64.25.209,1,0,0
40.163.50.129,1,0,0
10.32.65.193,1,0,0
117.232.152.186,1,0,0
253.28.2.251,1,0,0
50.39.174.14,1,0,0
63.163.50.169,1,0,0
26.233.239.161,1,0,0
197.4.71.61,1,0,0
148.194.100.41,1,0,0
186.152.72.97,1,0,0
74.217.189.213,1,0,0
96.224.3.89,1,0,0
123.182.65.103,1,0,0
139.26.21.157,1,0,0
46.201.133.154,1,0,0
114.29.130.156,1,0,0
89.151.133.2,1,0,0
75.172.195.110,1,0,0
95.3.127.1,1,0,0
169.229.116.88,0,0,1
30.89.19.234,1,0,0
245.67.74.191,1,0,0
21.199.239.247,1,0,0
249.158.6.57,1,0,0
227.108.18.119,1,0,0
30.217.157.17,1,0,0
245.190.227.202,1,0,0
253.176.154.3,1,0,0
109.65.48.223,1,0,0
40.132.140.55,1,0,0
168.99.25.43,1,0,0
177.127.175.129,1,0,0
165.240.99.187,1,0,0
173.1.253.63,1,0,0
25.135.64.65,1,0,0
137.157.136.5,1,0,0
31.176.84.137,1,0,0
99.245.220.218,1,0,0
170.46.178.34,1,0,0
187.33.99.79,1,0,0
13.24.7.33,1,0,0
240.155.217.61,1,0,0
116.22.94.239,1,0,0
57.36.128.119,1,0,0
138.145.13.220,1,0,0
246.25.241.20,1,0,0
47.154.32.38,1,0,0
104.253.94.4,1,0,0
216.229.92.39,1,0,0
93.179.41.154,1,0,0
144.227.144.58,1,0,0
42.243.182.2,1,0,0
203.161.74.249,1,0,0
144.135.140.72,1,0,0
56.225.151.40,1,0,0
116.200.103.81,1,0,0
155.212.206.151,1,0,0
245.237.13.72,1,0,0
216.204.191.22,1,0,0
61.208.214.82,1,0,0
17.234.98.2,1,0,0
198.245.106.175,1,0,0
61.183.237.69,1,0,0
230.236.58.124,1,0,0
201.187.141.95,1,0,0
188.215.26.12,1,0,0
73.130.146.236,1,0,0
47.244.182.121,1,0,0
8.97.40.149,1,0,0
137.138.151.72,1,0,0
189.213.133.73,1,0,0
156.94.218.43,1,0,0
90.161.34.62,1,0,0
132.245.179.128,1,0,0
150.206.220.218,1,0,0
14.30.155.135,1,0,0
125.130.126.44,1,0,0
59.234.131.233,1,0,0
51.38.167.211,1,0,0
102.37.52.123,1,0,0
217.83.190.247,1,0,0
61.7.92.67,1,0,0
246.25.170.183,1,0,0
14.141.108.1,1,0,0
141.13.21.118,1,0,0
94.18.194.16,1,0,0
227.1.158.181,1,0,0
145.107.140.152,1,0,0
87.31.39.102,1,0,0
118.156.32.148,1,0,0
215.160.144.227,1,0,0
165.80.105.92,1,0,0
134.117.244.74,1,0,0
197.120.59.29,1,0,0
35.179.177.25,1,0,0
46.74.104.184,1,0,0
80.226.117.56,1,0,0
220.104.48.51,1,0,0
3.49.126.90,1,0,0
211.201.227.134,1,0,0
96.71.40.205,1,0,0
87.194.80.2,1,0,0
189.160.239.98,1,0,0
73.50.194.130,1,0,0
241.112.91.3,1,0,0
117.171.72.66,1,0,0
145.221.187.84,1,0,0
78.157.173.152,1,0,0
252.202.246.188,1,0,0
37.39.74.40,1,0,0
70.60.174.49,1,0,0
139.208.143.135,1,0,0
53.232.131.113,1,0,0
45.238.189.128,1,0,0
151.3.137.67,1,0,0
114.80.177.143,1,0,0
224.35.79.102,1,0,0
153.104.94.8,1,0,0
43.70.15.10,1,0,0
12.64.14.69,1,0,0
74.217.57.222,1,0,0
165.25.67.33,1,0,0
162.39.56.180,1,0,0
195.66.114.152,1,0,0
