id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.04,1.31,0.71,1.06,1.0,0.86,6,0
2,proxy2,1.46,1.0,1.12,1.48,0.99,1.14,8,0
3,proxy3,1.47,0.77,0.79,1.5,1.01,1.14,8,0
4,proxy4,1.34,0.7,1.26,1.37,1.02,1.29,9,0
5,proxy5,0.33,0.83,0.71,0.33,0.99,0.29,2,0
6,proxy6,1.5,0.74,1.25,1.53,1.01,1.14,8,0
7,proxy7,1.33,0.8,0.83,1.36,1.0,1.0,7,0
8,proxy8,1.33,0.91,0.68,1.35,1.01,1.43,10,0
9,proxy9,1.33,1.31,0.82,1.36,1.0,1.14,8,0
10,proxy10,0.51,0.79,0.68,0.52,0.99,0.43,3,0
11,proxy11,2.01,1.21,0.76,2.04,1.0,1.29,9,0
12,proxy12,0.63,0.85,0.66,0.64,1.0,0.86,6,0
13,proxy13,0.8,0.78,0.64,0.82,0.99,0.71,5,0
14,proxy14,1.53,1.2,0.71,1.56,1.0,1.43,10,0
15,proxy15,1.44,1.03,0.76,1.47,1.01,1.29,9,0
16,proxy16,0.64,1.12,1.14,0.65,1.0,0.86,6,0
17,proxy17,0.72,1.02,0.87,0.74,0.99,0.71,5,0
18,proxy18,0.9,1.3,0.7,0.92,1.01,1.14,8,0
19,proxy19,1.29,0.72,0.94,1.32,1.0,0.86,6,0
20,proxy20,0.54,0.74,1.12,0.56,0.99,0.71,5,0
21,proxy21,0.45,1.33,1.22,0.46,0.99,0.43,3,0
22,proxy22,0.42,0.82,0.85,0.43,1.0,0.86,6,0
23,proxy23,0.33,1.14,0.8,0.34,1.0,0.57,4,0
24,proxy24,1.67,1.28,1.16,1.7,1.01,1.57,11,0
25,proxy25,0.75,1.04,0.91,0.76,1.0,1.0,7,0
26,proxy26,1.1,0.93,1.15,1.12,1.0,1.0,7,0
27,proxy27,0.87,0.75,0.8,0.88,1.0,1.0,7,0
28,proxy28,0.79,1.06,1.07,0.81,1.0,0.71,5,0
29,proxy29,0.46,0.82,1.02,0.47,0.99,0.43,3,0
