id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.99,1.16,1.24,0.93,1.27,1.02,33,0
2,proxy2,1.32,1.34,1.0,1.35,1.0,1.29,47,0
3,proxy3,1.0,1.36,0.94,0.79,1.05,0.88,26,0
4,proxy4,1.15,1.17,1.36,1.12,0.94,1.08,36,0
5,proxy5,0.92,1.24,1.07,0.96,1.17,1.0,32,0
6,proxy6,1.56,0.93,1.66,1.16,1.31,1.54,40,0
7,proxy7,1.16,1.0,1.05,1.22,1.08,1.1,37,0
8,proxy8,1.18,0.85,0.87,0.99,1.15,1.06,35,0
9,proxy9,0.55,0.89,0.33,0.74,0.4,0.48,25,0
10,proxy10,0.67,1.34,0.41,0.9,0.4,0.62,32,0
11,proxy11,1.24,0.87,1.22,1.05,1.5,0.94,29,0
12,proxy12,1.32,0.7,0.93,1.19,0.89,1.12,38,0
13,proxy13,0.78,0.82,0.62,1.04,0.41,0.62,32,0
14,proxy14,0.57,0.82,0.54,0.77,0.41,0.54,28,0
15,proxy15,0.96,1.06,1.32,1.0,0.96,0.96,30,0
