id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,17.45,5.528268940606449,20.394082661389874,1.7449999999999994,100,316,72
2,proxy2,34.2081826925986,4.481426173861875,87.53913239807609,37.074831851173556,100,308,67
3,proxy3,52.56866588135736,4.831636665904811,37.08073418498787,18.400297280373557,100,288,70
4,proxy4,40.03824072297452,4.937482587270164,59.28619377009096,19.443679706983065,100,295,67
5,proxy5,20.940000000000005,5.621281332309412,17.602148149365668,2.093999999999999,100,375,82
6,proxy6,21.750000000000004,5.321857019554287,20.37459946475675,2.1749999999999994,100,340,79
7,proxy7,68.73678403579663,5.936866501132907,100,53.418208605168246,100,348,63
8,proxy8,64.90101817737428,5.678689941075204,100,39.5537993235575,100,336,73
9,proxy9,15.08,4.9733158470447885,26.6625284855042,1.5080000000000002,100,259,61
10,proxy10,15.130000000000003,4.986450320321915,13.454767319336437,1.5130000000000001,100,299,66
