id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.2,1.0,0.95,1.25,1.0,1.14,8,0
2,proxy2,1.68,0.92,1.07,1.75,1.01,1.71,12,0
3,proxy3,23.17,0.71,5.07,0.85,8.04,3.57,5,0
4,proxy4,0.35,1.29,0.72,0.37,0.99,0.29,2,0
5,proxy5,0.55,1.09,0.73,0.57,0.99,0.71,5,0
6,proxy6,9.11,1.05,1.24,9.52,1.02,1.86,13,1
7,proxy7,0.87,1.26,1.04,0.91,1.0,0.86,6,0
8,proxy8,0.7,1.15,1.12,0.73,0.99,0.86,6,0
9,proxy9,0.81,0.9,1.01,0.84,1.01,1.29,9,0
10,proxy10,0.75,1.27,0.83,0.78,0.99,0.43,3,0
11,proxy11,0.93,1.16,1.25,0.97,1.0,1.29,9,0
12,proxy12,0.87,1.16,1.01,0.91,1.0,1.0,7,0
13,proxy13,8.06,0.82,0.99,8.42,0.99,0.71,5,1
14,proxy14,13.11,0.97,1.04,13.7,1.0,1.43,10,1
15,proxy15,0.83,1.03,1.29,0.86,0.99,0.71,5,0
16,proxy16,0.89,1.07,1.03,0.93,1.0,0.86,6,0
17,proxy17,1.27,0.9,1.03,1.32,1.0,1.0,7,0
18,proxy18,2.35,1.27,1.13,2.45,1.01,1.71,12,0
19,proxy19,29.24,0.71,4.99,1.35,7.95,4.14,9,0
20,proxy20,1.07,1.1,1.23,1.12,1.0,1.14,8,0
21,proxy21,1.31,0.93,1.0,1.37,1.01,1.43,10,0
22,proxy22,1.15,1.1,0.85,1.2,1.0,1.0,7,0
23,proxy23,0.69,0.94,1.07,0.72,1.0,0.71,5,0
24,proxy24,1.34,0.96,0.96,1.4,0.99,0.86,6,0
25,proxy25,1.19,0.85,0.73,1.24,1.0,1.0,7,0
26,proxy26,1.41,0.97,0.73,1.47,1.01,1.29,9,0
27,proxy27,0.58,0.85,0.95,0.61,0.99,0.43,3,0
28,proxy28,0.05,1.05,0.78,0.05,0.99,0.14,1,0
29,proxy29,0.86,0.84,0.79,0.9,1.0,0.86,6,0
30,proxy30,0.69,1.25,1.28,0.72,0.99,0.71,5,0
31,proxy31,1.01,1.4,0.98,1.05,1.0,0.86,6,0
32,proxy32,1.01,1.36,0.98,1.06,1.0,1.14,8,0
33,proxy33,1.0,1.01,1.13,1.05,0.99,0.57,4,0
34,proxy34,0.89,0.78,0.94,0.94,1.0,0.86,6,0
35,proxy35,0.83,0.79,0.79,0.87,1.0,0.86,6,0
36,proxy36,1.89,1.39,0.81,1.98,1.01,1.71,12,0
37,proxy37,1.16,1.22,1.06,1.21,1.0,1.0,7,0
38,proxy38,0.78,1.19,1.18,0.82,1.0,0.86,6,0
39,proxy39,0.85,1.08,0.89,0.89,1.0,0.71,5,0
40,proxy40,1.06,1.3,0.81,1.1,1.01,1.29,9,0
41,proxy41,0.71,1.15,1.24,0.74,1.0,0.86,6,0
42,proxy42,69.32,1.19,6.12,851.1,8.4,1.0,7,1
43,proxy43,0.94,1.22,0.96,0.99,1.0,1.0,7,0
44,proxy44,1.89,1.0,0.83,1.97,1.01,1.43,10,0
45,proxy45,0.87,0.75,1.22,0.91,1.0,1.0,7,0
46,proxy46,1.45,1.16,0.81,1.52,1.01,1.43,10,0
47,proxy47,1.05,1.16,1.28,1.1,0.99,0.86,6,0
48,proxy48,8.77,1.12,6.34,1.38,7.13,4.14,9,0
49,proxy49,0.4,0.95,1.01,0.42,0.99,0.43,3,0
50,proxy50,0.68,0.95,1.06,0.71,0.99,0.57,4,0
51,proxy51,0.58,1.25,0.7,0.6,0.99,0.57,4,0
52,proxy52,0.58,0.78,1.09,0.61,1.0,0.86,6,0
53,proxy53,1.14,1.31,0.96,1.19,1.01,1.14,8,0
54,proxy54,1.56,0.89,1.11,1.63,1.0,1.0,7,0
55,proxy55,0.39,0.81,0.82,0.4,0.99,0.43,3,0
56,proxy56,58.59,1.22,3.44,474.05,5.24,1.0,7,1
57,proxy57,0.96,0.71,1.23,1.0,1.0,1.14,8,0
58,proxy58,0.59,0.92,0.94,0.62,1.0,0.57,4,0
59,proxy59,0.69,1.17,0.72,0.72,1.0,0.86,6,0
60,proxy60,0.81,0.99,0.7,0.84,0.99,0.71,5,0
61,proxy61,1.4,1.05,0.9,1.47,1.01,1.14,8,0
62,proxy62,1.45,1.39,0.89,1.51,1.01,1.43,10,0
63,proxy63,0.57,1.0,1.14,0.6,1.0,0.71,5,0
64,proxy64,0.39,1.06,1.18,0.4,0.99,0.43,3,0
65,proxy65,1.42,0.99,0.7,1.48,1.0,1.0,7,0
66,proxy66,0.94,1.33,1.22,0.98,1.0,1.0,7,0
67,proxy67,0.61,0.72,1.14,0.64,0.99,0.57,4,0
68,proxy68,1.29,0.91,0.83,1.34,0.99,1.0,7,0
69,proxy69,0.99,1.01,0.89,1.03,1.0,1.0,7,0
