id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.1,0.77,1.34,1.1,0.99,0.9,18,0
2,proxy2,1.0,0.88,1.04,1.0,1.01,1.15,23,0
3,proxy3,0.47,0.88,1.0,0.47,0.98,0.55,11,0
4,proxy4,0.75,1.06,0.8,0.75,1.0,0.8,16,0
5,proxy5,0.75,1.21,0.78,0.75,1.0,1.0,20,0
6,proxy6,14.38,0.71,3.96,148.44,5.05,0.9,18,1
7,proxy7,11.45,1.0,4.7,103.85,5.12,1.1,22,1
8,proxy8,10.8,1.02,5.03,139.02,4.31,1.1,22,1
9,proxy9,1.26,1.29,1.03,1.26,1.02,1.35,27,0
10,proxy10,1.32,1.0,0.88,1.32,1.0,1.15,23,0
