id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,17.57,16.73916887915981,41.74753363361425,1.4569999999999996,28.943527179963695,111,11,1
2,proxy2,3.8000000000000003,16.541490118771737,21.251638316763902,0.38,14.1,14,14,0
3,proxy3,0.8200000000000001,25.592028954061828,13.831248529638907,0.082,11.8,5,5,0
4,proxy4,1.77,10.125455058344171,22.83691960295727,0.17700000000000002,11.7,6,6,0
5,proxy5,2.41,25.297839233352185,20.498277874811443,0.241,12.8,10,10,0
6,proxy6,2.42,17.461293969458655,19.602583468246614,0.242,12.4,9,9,0
7,proxy7,4.670000000000002,14.870998266496388,15.363365066735813,0.4670000000000002,14.600000000000001,20,20,0
8,proxy8,2.74,20.741167554481617,14.198638074306222,0.274,12.1,9,9,0
9,proxy9,3.89,18.039627266989385,29.22614498579731,0.38900000000000007,13.2,13,13,0
10,proxy10,1.9700000000000002,28.238757012033563,23.065362329356294,0.197,11.9,9,9,0
11,proxy11,3.12,24.878624693495716,23.333573322239733,0.312,14.1,14,14,0
12,proxy12,4.109999999999999,12.656537744469608,19.27893855292917,0.41100000000000003,13.200000000000001,13,13,0
13,proxy13,3.500000000000001,27.873554013101547,15.604874238528097,0.35000000000000003,14.5,15,15,0
14,proxy14,3.1700000000000004,19.846728062049195,23.82045843493473,0.31700000000000006,12.600000000000001,12,12,0
15,proxy15,3.1599999999999997,18.46029189705229,29.86575915677037,0.316,12.2,11,11,0
16,proxy16,0.55,20.437639714930693,13.42283606379354,0.055,10.5,2,2,0
17,proxy17,1.25,10.026062467436553,14.47368305549147,0.125,11.3,5,5,0
18,proxy18,2.7500000000000004,26.257640317600735,21.81195285150947,0.275,13.0,13,13,0
19,proxy19,2.25,22.98634135960859,12.426570297154733,0.225,13.100000000000001,10,10,0
20,proxy20,1.02,10.974500556770614,16.584498435930502,0.10200000000000001,11.8,5,5,0
21,proxy21,1.9799999999999998,24.30513141276482,28.63815368363827,0.198,12.700000000000001,9,9,0
22,proxy22,2.1199999999999997,25.365428586462645,29.76649578565922,0.21200000000000002,12.0,8,8,0
23,proxy23,1.25,13.384320336552168,22.457528582466274,0.125,11.1,5,5,0
24,proxy24,2.71,23.920735503180154,19.700751066162667,0.271,12.5,10,10,0
25,proxy25,3.67,17.71280810650919,18.65113138978415,0.36700000000000005,15.2,15,15,0
26,proxy26,4.470000000000001,20.518814180127357,26.69958553797932,0.4470000000000001,13.8,14,14,0
27,proxy27,1.63,20.955964187182968,16.236040186728133,0.163,12.4,8,8,0
28,proxy28,18.519999999999996,24.59015364067491,17.143123698963,1.8519999999999999,13.3,12,12,1
29,proxy29,1.81,23.751998158911583,18.201176342193193,0.18100000000000002,11.4,9,9,0
30,proxy30,0.5700000000000001,10.203595794904162,13.499193532595667,0.056999999999999995,10.9,4,4,0
