id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.98,0.97,1.21,0.98,1.01,0.92,22,0
2,proxy2,1.01,1.42,0.84,1.01,1.01,1.04,25,0
3,proxy3,1.04,1.03,0.91,1.04,1.02,1.12,27,0
4,proxy4,2.88,1.61,0.91,2.88,1.02,1.21,29,1
5,proxy5,4.02,1.76,0.7,4.02,1.01,1.12,27,1
6,proxy6,3.93,1.44,0.68,3.93,1.0,1.08,26,1
7,proxy7,1.1,0.92,1.0,1.1,0.99,0.96,23,0
8,proxy8,0.73,0.97,1.26,0.73,0.98,0.67,16,0
9,proxy9,3.44,1.62,0.7,3.44,1.01,1.08,26,1
10,proxy10,0.82,1.38,1.16,0.82,1.0,1.04,25,0
11,proxy11,7.66,1.58,0.76,7.66,0.99,0.96,23,1
12,proxy12,1.17,1.34,0.89,1.17,1.01,1.17,28,0
13,proxy13,3.2,1.62,1.08,3.2,1.01,1.0,24,1
14,proxy14,1.18,0.89,0.73,1.18,1.01,1.17,28,0
15,proxy15,1.16,1.33,1.05,1.16,0.99,1.0,24,0
16,proxy16,3.45,1.4,0.8,3.45,1.03,1.38,33,1
17,proxy17,0.99,1.35,1.16,0.99,0.99,1.0,24,0
18,proxy18,3.02,1.03,0.78,3.02,1.01,1.17,28,1
19,proxy19,0.69,0.89,1.0,0.69,1.0,0.88,21,0
20,proxy20,0.75,0.96,0.68,0.75,0.98,0.88,21,0
