id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.76,0.71,0.92,0.78,1.01,0.86,6,0
2,proxy2,1.02,0.89,1.12,1.05,0.99,1.0,7,0
3,proxy3,1.49,0.89,0.78,1.54,0.99,1.14,8,0
4,proxy4,12.99,0.8,0.81,13.41,1.01,1.29,9,1
5,proxy5,0.94,1.16,0.98,0.97,1.01,1.0,7,0
6,proxy6,1.04,0.75,0.93,1.07,1.01,1.14,8,0
7,proxy7,1.15,0.85,0.78,1.19,1.0,0.86,6,0
8,proxy8,1.83,1.09,0.89,1.88,1.01,1.86,13,0
9,proxy9,0.93,1.06,0.67,0.96,1.0,0.86,6,0
10,proxy10,1.06,0.89,1.14,1.1,1.0,1.0,7,0
11,proxy11,0.43,1.12,1.15,0.45,1.0,0.57,4,0
12,proxy12,0.73,1.14,0.69,0.75,0.98,0.86,6,0
13,proxy13,0.8,1.28,1.16,0.82,1.0,0.86,6,0
14,proxy14,0.96,1.06,0.7,0.99,1.0,1.29,9,0
15,proxy15,1.22,0.91,1.24,1.26,1.0,1.14,8,0
16,proxy16,1.43,0.88,1.0,1.47,1.0,1.29,9,0
17,proxy17,9.71,1.0,0.67,10.02,0.99,1.0,7,1
18,proxy18,0.84,1.2,1.01,0.87,1.0,1.0,7,0
19,proxy19,0.6,0.76,0.87,0.62,1.0,0.57,4,0
20,proxy20,0.97,0.96,0.69,1.0,1.0,1.0,7,0
21,proxy21,47.4,0.87,3.26,434.27,4.77,0.57,4,1
22,proxy22,1.4,1.13,0.97,1.44,1.0,1.0,7,0
23,proxy23,0.7,0.99,0.73,0.72,1.0,0.71,5,0
24,proxy24,1.34,1.06,0.82,1.38,1.0,1.14,8,0
25,proxy25,0.76,1.13,1.26,0.79,0.99,0.57,4,0
26,proxy26,0.83,0.88,1.24,0.86,1.0,0.86,6,0
27,proxy27,0.8,1.14,0.67,0.83,0.99,1.0,7,0
28,proxy28,0.81,1.2,0.91,0.83,1.0,0.86,6,0
29,proxy29,34.16,1.05,3.63,493.12,4.31,1.29,9,1
30,proxy30,0.83,1.04,1.03,0.86,0.99,0.71,5,0
31,proxy31,7.76,0.84,0.91,8.01,1.01,0.86,6,1
32,proxy32,1.18,0.89,1.19,1.22,1.0,1.0,7,0
33,proxy33,1.12,0.95,0.73,1.16,0.99,0.86,6,0
34,proxy34,1.4,1.05,0.95,1.45,1.0,1.0,7,0
35,proxy35,13.84,0.86,7.48,0.83,9.14,3.86,7,0
36,proxy36,1.17,0.79,1.02,1.21,1.01,1.14,8,0
37,proxy37,0.34,0.91,1.3,0.35,1.0,0.71,5,0
38,proxy38,1.94,0.85,1.19,2.0,1.0,1.57,11,0
39,proxy39,0.62,0.96,0.75,0.64,1.0,0.86,6,0
40,proxy40,0.37,0.96,0.89,0.38,1.0,0.57,4,0
41,proxy41,0.88,0.71,0.93,0.9,1.0,1.14,8,0
42,proxy42,26.61,0.87,6.0,0.54,6.72,3.43,4,0
43,proxy43,0.55,0.74,1.21,0.57,0.99,0.29,2,0
44,proxy44,0.09,1.35,1.22,0.09,0.99,0.14,1,0
45,proxy45,0.94,1.3,0.72,0.97,1.01,1.14,8,0
46,proxy46,1.61,0.74,0.95,1.66,1.01,1.57,11,0
47,proxy47,1.28,0.73,0.66,1.32,1.0,1.0,7,0
48,proxy48,29.78,1.08,4.65,1.24,9.73,4.0,8,0
49,proxy49,1.25,0.78,0.82,1.29,1.0,1.0,7,0
50,proxy50,0.42,0.7,1.19,0.43,0.99,0.43,3,0
51,proxy51,28.25,1.26,5.08,0.95,5.99,3.86,7,0
52,proxy52,1.36,1.17,1.19,1.4,1.0,1.0,7,0
53,proxy53,0.7,0.74,0.7,0.72,0.99,1.0,7,0
54,proxy54,0.99,0.96,1.11,1.03,1.0,0.86,6,0
55,proxy55,1.44,0.73,0.8,1.49,1.01,1.43,10,0
56,proxy56,0.78,1.07,0.97,0.81,0.99,0.71,5,0
57,proxy57,1.22,1.06,1.26,1.26,1.01,1.29,9,0
58,proxy58,1.59,1.29,1.17,1.64,1.0,1.14,8,0
59,proxy59,0.27,1.29,1.23,0.28,0.99,0.14,1,0
