id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,0.87,1.15,1.0,1.0,1.0,7,0
2,proxy2,1.0,1.34,0.94,1.0,1.0,0.86,6,0
3,proxy3,6.51,1.05,0.96,6.51,1.0,0.86,6,1
4,proxy4,1.35,1.05,0.83,1.35,0.99,1.29,9,0
5,proxy5,0.8,0.98,0.7,0.8,1.0,0.86,6,0
6,proxy6,0.72,1.2,1.35,0.72,1.0,0.86,6,0
7,proxy7,1.39,1.04,1.32,1.39,1.0,1.14,8,0
8,proxy8,1.3,1.02,1.03,1.3,1.0,1.0,7,0
9,proxy9,0.5,1.2,1.13,0.5,0.99,0.29,2,0
10,proxy10,0.51,0.86,0.97,0.51,0.99,0.57,4,0
11,proxy11,0.93,0.88,1.28,0.93,1.0,1.0,7,0
12,proxy12,1.22,0.86,0.72,1.22,1.0,1.29,9,0
13,proxy13,11.58,0.88,0.77,11.58,1.0,1.0,7,1
14,proxy14,1.25,0.83,0.92,1.25,1.01,1.14,8,0
15,proxy15,42.79,1.3,3.7,407.07,5.02,1.14,8,1
