id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,29.09,0.96,9.57,1.52,12.45,6.53,9,0
2,proxy2,0.79,1.11,1.05,0.88,0.99,0.8,6,0
3,proxy3,1.75,1.07,1.12,1.95,1.0,1.2,9,0
4,proxy4,7.88,1.3,1.26,8.79,0.99,0.93,7,1
5,proxy5,0.83,0.94,0.95,0.93,1.0,0.8,6,0
6,proxy6,0.0,0.85,0.76,0.0,0.98,0.0,0,0
7,proxy7,0.91,0.78,1.21,1.01,0.99,0.67,5,0
8,proxy8,0.88,0.82,0.73,0.99,0.99,0.8,6,0
9,proxy9,28.84,1.25,7.02,0.59,8.77,2.93,2,0
10,proxy10,1.09,1.19,1.33,1.22,1.0,1.07,8,0
11,proxy11,1.49,0.97,0.78,1.66,1.02,1.47,11,0
12,proxy12,0.83,1.18,0.76,0.92,1.0,0.93,7,0
13,proxy13,0.75,1.03,1.35,0.84,1.0,0.8,6,0
14,proxy14,1.19,1.2,0.85,1.32,0.99,1.33,10,0
15,proxy15,1.34,0.92,0.93,1.49,1.0,1.07,8,0
