Starting training...
Epoch 1/100, Train Loss: 0.4375, Validation Loss: 0.1640, Train Accuracy: 0.9743, Validation Accuracy: 0.9744
Epoch 2/100, Train Loss: 0.1419, Validation Loss: 0.1476, Train Accuracy: 0.9743, Validation Accuracy: 0.9744
Epoch 3/100, Train Loss: 0.1268, Validation Loss: 0.1388, Train Accuracy: 0.9743, Validation Accuracy: 0.9744
Epoch 4/100, Train Loss: 0.1186, Validation Loss: 0.1301, Train Accuracy: 0.9743, Validation Accuracy: 0.9744
Epoch 5/100, Train Loss: 0.1087, Validation Loss: 0.1183, Train Accuracy: 0.9743, Validation Accuracy: 0.9744
Epoch 6/100, Train Loss: 0.0923, Validation Loss: 0.1069, Train Accuracy: 0.9743, Validation Accuracy: 0.9744
Epoch 7/100, Train Loss: 0.0782, Validation Loss: 0.0928, Train Accuracy: 0.9743, Validation Accuracy: 0.9744
Epoch 8/100, Train Loss: 0.0658, Validation Loss: 0.0872, Train Accuracy: 0.9839, Validation Accuracy: 0.9812
Epoch 9/100, Train Loss: 0.0594, Validation Loss: 0.0850, Train Accuracy: 0.9837, Validation Accuracy: 0.9812
Epoch 10/100, Train Loss: 0.0523, Validation Loss: 0.0779, Train Accuracy: 0.9838, Validation Accuracy: 0.9812
Epoch 11/100, Train Loss: 0.0490, Validation Loss: 0.0677, Train Accuracy: 0.9839, Validation Accuracy: 0.9812
Epoch 12/100, Train Loss: 0.0434, Validation Loss: 0.0610, Train Accuracy: 0.9839, Validation Accuracy: 0.9812
Epoch 13/100, Train Loss: 0.0409, Validation Loss: 0.0493, Train Accuracy: 0.9840, Validation Accuracy: 0.9812
Epoch 14/100, Train Loss: 0.0343, Validation Loss: 0.0416, Train Accuracy: 0.9851, Validation Accuracy: 0.9836
Epoch 15/100, Train Loss: 0.0341, Validation Loss: 0.0478, Train Accuracy: 0.9839, Validation Accuracy: 0.9812
Epoch 16/100, Train Loss: 0.0393, Validation Loss: 0.0439, Train Accuracy: 0.9839, Validation Accuracy: 0.9812
Epoch 17/100, Train Loss: 0.0343, Validation Loss: 0.0377, Train Accuracy: 0.9850, Validation Accuracy: 0.9836
Epoch 18/100, Train Loss: 0.0315, Validation Loss: 0.0323, Train Accuracy: 0.9844, Validation Accuracy: 0.9824
Epoch 19/100, Train Loss: 0.0311, Validation Loss: 0.0349, Train Accuracy: 0.9853, Validation Accuracy: 0.9832
Epoch 20/100, Train Loss: 0.0309, Validation Loss: 0.0284, Train Accuracy: 0.9853, Validation Accuracy: 0.9844
Epoch 21/100, Train Loss: 0.0316, Validation Loss: 0.0327, Train Accuracy: 0.9892, Validation Accuracy: 0.9908
Epoch 22/100, Train Loss: 0.0263, Validation Loss: 0.0276, Train Accuracy: 0.9844, Validation Accuracy: 0.9824
Epoch 23/100, Train Loss: 0.0231, Validation Loss: 0.0339, Train Accuracy: 0.9853, Validation Accuracy: 0.9844
Epoch 24/100, Train Loss: 0.0301, Validation Loss: 0.0237, Train Accuracy: 0.9860, Validation Accuracy: 0.9848
Epoch 25/100, Train Loss: 0.0225, Validation Loss: 0.0212, Train Accuracy: 0.9873, Validation Accuracy: 0.9888
Epoch 26/100, Train Loss: 0.0208, Validation Loss: 0.0190, Train Accuracy: 0.9934, Validation Accuracy: 0.9992
Epoch 27/100, Train Loss: 0.0218, Validation Loss: 0.0176, Train Accuracy: 0.9936, Validation Accuracy: 0.9980
Epoch 28/100, Train Loss: 0.0179, Validation Loss: 0.0142, Train Accuracy: 0.9930, Validation Accuracy: 0.9968
Epoch 29/100, Train Loss: 0.0158, Validation Loss: 0.0127, Train Accuracy: 0.9931, Validation Accuracy: 0.9972
Epoch 30/100, Train Loss: 0.0158, Validation Loss: 0.0116, Train Accuracy: 0.9938, Validation Accuracy: 0.9980
Epoch 31/100, Train Loss: 0.0150, Validation Loss: 0.0093, Train Accuracy: 0.9943, Validation Accuracy: 1.0000
Epoch 32/100, Train Loss: 0.0142, Validation Loss: 0.0086, Train Accuracy: 0.9941, Validation Accuracy: 1.0000
Epoch 33/100, Train Loss: 0.0135, Validation Loss: 0.0078, Train Accuracy: 0.9942, Validation Accuracy: 1.0000
Epoch 34/100, Train Loss: 0.0138, Validation Loss: 0.0082, Train Accuracy: 0.9940, Validation Accuracy: 1.0000
Epoch 35/100, Train Loss: 0.0138, Validation Loss: 0.0070, Train Accuracy: 0.9944, Validation Accuracy: 1.0000
Epoch 36/100, Train Loss: 0.0126, Validation Loss: 0.0090, Train Accuracy: 0.9939, Validation Accuracy: 0.9996
Epoch 37/100, Train Loss: 0.0161, Validation Loss: 0.0099, Train Accuracy: 0.9831, Validation Accuracy: 0.9972
Epoch 38/100, Train Loss: 0.0338, Validation Loss: 0.0252, Train Accuracy: 0.9908, Validation Accuracy: 0.9940
Epoch 39/100, Train Loss: 0.0244, Validation Loss: 0.0194, Train Accuracy: 0.9929, Validation Accuracy: 0.9968
Epoch 40/100, Train Loss: 0.0211, Validation Loss: 0.0188, Train Accuracy: 0.9885, Validation Accuracy: 0.9884
Epoch 41/100, Train Loss: 0.0195, Validation Loss: 0.0133, Train Accuracy: 0.9906, Validation Accuracy: 0.9924
Epoch 42/100, Train Loss: 0.0244, Validation Loss: 0.0360, Train Accuracy: 0.9842, Validation Accuracy: 0.9824
Epoch 43/100, Train Loss: 0.0331, Validation Loss: 0.0971, Train Accuracy: 0.9856, Validation Accuracy: 0.9840
Epoch 44/100, Train Loss: 0.0405, Validation Loss: 0.0199, Train Accuracy: 0.9862, Validation Accuracy: 0.9868
Epoch 45/100, Train Loss: 0.0202, Validation Loss: 0.0122, Train Accuracy: 0.9912, Validation Accuracy: 0.9948
Epoch 46/100, Train Loss: 0.0163, Validation Loss: 0.0089, Train Accuracy: 0.9925, Validation Accuracy: 0.9964
Epoch 47/100, Train Loss: 0.0140, Validation Loss: 0.0066, Train Accuracy: 0.9944, Validation Accuracy: 1.0000
Epoch 48/100, Train Loss: 0.0127, Validation Loss: 0.0056, Train Accuracy: 0.9946, Validation Accuracy: 1.0000
Epoch 49/100, Train Loss: 0.0128, Validation Loss: 0.0058, Train Accuracy: 0.9941, Validation Accuracy: 1.0000
Epoch 50/100, Train Loss: 0.0136, Validation Loss: 0.0064, Train Accuracy: 0.9946, Validation Accuracy: 1.0000
Epoch 51/100, Train Loss: 0.0148, Validation Loss: 0.0079, Train Accuracy: 0.9937, Validation Accuracy: 0.9996
Epoch 52/100, Train Loss: 0.0126, Validation Loss: 0.0054, Train Accuracy: 0.9947, Validation Accuracy: 0.9988
Epoch 53/100, Train Loss: 0.0117, Validation Loss: 0.0047, Train Accuracy: 0.9946, Validation Accuracy: 0.9988
Epoch 54/100, Train Loss: 0.0113, Validation Loss: 0.0044, Train Accuracy: 0.9943, Validation Accuracy: 1.0000
Epoch 55/100, Train Loss: 0.0103, Validation Loss: 0.0040, Train Accuracy: 0.9944, Validation Accuracy: 1.0000
Epoch 56/100, Train Loss: 0.0106, Validation Loss: 0.0039, Train Accuracy: 0.9941, Validation Accuracy: 1.0000
Epoch 57/100, Train Loss: 0.0099, Validation Loss: 0.0040, Train Accuracy: 0.9947, Validation Accuracy: 1.0000
Epoch 58/100, Train Loss: 0.0103, Validation Loss: 0.0036, Train Accuracy: 0.9946, Validation Accuracy: 1.0000
Epoch 59/100, Train Loss: 0.0107, Validation Loss: 0.0048, Train Accuracy: 0.9939, Validation Accuracy: 0.9996
Epoch 60/100, Train Loss: 0.0118, Validation Loss: 0.0081, Train Accuracy: 0.9800, Validation Accuracy: 0.9964
Epoch 61/100, Train Loss: 0.0142, Validation Loss: 0.0063, Train Accuracy: 0.9927, Validation Accuracy: 0.9972
Epoch 62/100, Train Loss: 0.0127, Validation Loss: 0.0044, Train Accuracy: 0.9898, Validation Accuracy: 0.9988
Epoch 63/100, Train Loss: 0.0157, Validation Loss: 0.0090, Train Accuracy: 0.9913, Validation Accuracy: 0.9940
Epoch 64/100, Train Loss: 0.0128, Validation Loss: 0.0041, Train Accuracy: 0.9941, Validation Accuracy: 0.9988
Epoch 65/100, Train Loss: 0.0106, Validation Loss: 0.0030, Train Accuracy: 0.9943, Validation Accuracy: 1.0000
Epoch 66/100, Train Loss: 0.0098, Validation Loss: 0.0032, Train Accuracy: 0.9950, Validation Accuracy: 1.0000
Epoch 67/100, Train Loss: 0.0097, Validation Loss: 0.0030, Train Accuracy: 0.9943, Validation Accuracy: 1.0000
Epoch 68/100, Train Loss: 0.0099, Validation Loss: 0.0034, Train Accuracy: 0.9944, Validation Accuracy: 1.0000
Epoch 69/100, Train Loss: 0.0093, Validation Loss: 0.0029, Train Accuracy: 0.9947, Validation Accuracy: 1.0000
Epoch 70/100, Train Loss: 0.0098, Validation Loss: 0.0033, Train Accuracy: 0.9940, Validation Accuracy: 1.0000
Epoch 71/100, Train Loss: 0.0093, Validation Loss: 0.0026, Train Accuracy: 0.9944, Validation Accuracy: 0.9996
Epoch 72/100, Train Loss: 0.0092, Validation Loss: 0.0047, Train Accuracy: 0.9934, Validation Accuracy: 0.9988
Epoch 73/100, Train Loss: 0.0102, Validation Loss: 0.0025, Train Accuracy: 0.9949, Validation Accuracy: 1.0000
Epoch 74/100, Train Loss: 0.0101, Validation Loss: 0.0034, Train Accuracy: 0.9943, Validation Accuracy: 1.0000
Epoch 75/100, Train Loss: 0.0096, Validation Loss: 0.0027, Train Accuracy: 0.9945, Validation Accuracy: 1.0000
Epoch 76/100, Train Loss: 0.0101, Validation Loss: 0.0031, Train Accuracy: 0.9940, Validation Accuracy: 1.0000
Epoch 77/100, Train Loss: 0.0100, Validation Loss: 0.0023, Train Accuracy: 0.9948, Validation Accuracy: 1.0000
Epoch 78/100, Train Loss: 0.0096, Validation Loss: 0.0024, Train Accuracy: 0.9947, Validation Accuracy: 1.0000
Epoch 79/100, Train Loss: 0.0088, Validation Loss: 0.0028, Train Accuracy: 0.9946, Validation Accuracy: 0.9996
Epoch 80/100, Train Loss: 0.0091, Validation Loss: 0.0022, Train Accuracy: 0.9945, Validation Accuracy: 1.0000
Epoch 81/100, Train Loss: 0.0086, Validation Loss: 0.0024, Train Accuracy: 0.9947, Validation Accuracy: 0.9988
Epoch 82/100, Train Loss: 0.0088, Validation Loss: 0.0021, Train Accuracy: 0.9948, Validation Accuracy: 1.0000
Epoch 83/100, Train Loss: 0.0090, Validation Loss: 0.0033, Train Accuracy: 0.9940, Validation Accuracy: 0.9984
Epoch 84/100, Train Loss: 0.0149, Validation Loss: 0.0192, Train Accuracy: 0.9921, Validation Accuracy: 0.9964
Epoch 85/100, Train Loss: 0.0234, Validation Loss: 0.0482, Train Accuracy: 0.9860, Validation Accuracy: 0.9856
Epoch 86/100, Train Loss: 0.0374, Validation Loss: 0.0284, Train Accuracy: 0.9858, Validation Accuracy: 0.9840
Epoch 87/100, Train Loss: 0.0231, Validation Loss: 0.0236, Train Accuracy: 0.9902, Validation Accuracy: 0.9916
Epoch 88/100, Train Loss: 0.0173, Validation Loss: 0.0173, Train Accuracy: 0.9880, Validation Accuracy: 0.9872
