id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,3.1300000000000003,3.861464309438377,21.388728622644116,0.313,100,59,11
2,proxy2,21.326522236281555,3.949075208249352,32.789744891606546,14.432021055325333,100,49,8
3,proxy3,4.05,4.027991382980724,10.754201780803932,0.40499999999999997,100,59,13
4,proxy4,1.58,3.758178073917485,10.37991168709771,0.158,100,34,7
5,proxy5,3.18,3.753242402710003,29.76295839706807,0.318,100,49,11
6,proxy6,3.66,3.9962631055898976,12.201177376766069,0.36600000000000005,100,64,14
7,proxy7,28.90856130578308,4.001017229028681,52.7972139475403,12.858094785763397,100,37,11
8,proxy8,3.0,3.6017886446166583,12.935215167743333,0.30000000000000004,100,47,13
9,proxy9,1.56,3.934937942546066,23.569262136158034,0.156,100,52,7
10,proxy10,0.85,3.713763896452963,23.35116072038396,0.08499999999999999,100,46,5
