id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,0.8500000000000001,4.021828741055897,28.508633252139543,0.085,100,25,5
2,proxy2,3.8000000000000003,4.0452623370187295,18.56400239268675,0.38,100,48,14
3,proxy3,2.3400000000000003,3.867061546192059,10.815764051176641,0.234,100,41,11
4,proxy4,2.12,3.8135239047590037,15.85667931338161,0.21200000000000002,100,38,11
5,proxy5,2.3899999999999997,3.8508251480194513,14.33274296399528,0.23900000000000005,100,41,9
6,proxy6,4.12,3.977232309833407,26.865824695981058,0.41200000000000014,100,49,15
7,proxy7,1.77,3.6571953001845854,13.261071913293685,0.17700000000000002,100,55,8
8,proxy8,1.2100000000000002,3.8191139242890295,21.791052634147313,0.121,100,54,10
9,proxy9,1.82,3.7190854173182917,24.846711241365806,0.182,100,57,9
10,proxy10,1.7400000000000002,3.678332348855934,17.162472407063056,0.174,100,36,8
