id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,2.23,18.48122531606924,18.434771123230483,0.22300000000000003,13.0,9,9,0
2,proxy2,4.77,20.126254502878012,21.197197033265176,0.47700000000000004,14.2,15,15,0
3,proxy3,1.76,15.31164256761534,19.679216592410096,0.176,12.6,9,9,0
4,proxy4,4.140000000000001,13.563423738400035,11.718415979274726,0.41400000000000003,14.100000000000001,16,16,0
5,proxy5,3.8800000000000003,29.172490076283385,17.366739065721028,0.38800000000000007,14.100000000000001,17,17,0
6,proxy6,3.6200000000000006,15.465589526315423,16.354790150897625,0.36199999999999993,13.200000000000001,12,12,0
7,proxy7,2.8900000000000006,22.803040645636333,12.271069885885618,0.2890000000000001,12.4,13,13,0
8,proxy8,1.99,17.83867129702093,16.86229465740472,0.199,12.8,8,8,0
9,proxy9,1.58,29.985077724193406,14.907841643757989,0.158,12.7,8,8,0
10,proxy10,2.99,20.34928969959955,15.577364939703791,0.299,12.7,11,11,0
11,proxy11,3.59,18.88511705267844,13.882961233544227,0.35900000000000004,13.2,14,14,0
12,proxy12,1.6,20.05705983927474,23.23727379036116,0.16,11.7,7,7,0
13,proxy13,7.87,18.508672425181864,51.575799689695714,0.537,29.90580507366772,122,22,1
14,proxy14,1.52,24.104578890287502,24.53918217604774,0.15200000000000002,12.4,7,7,0
15,proxy15,3.1199999999999997,17.203630028098793,11.210486782348672,0.312,13.8,13,13,0
16,proxy16,9.33,20.066690435438165,57.156224959761694,0.343,57.08722123681697,215,15,1
17,proxy17,2.41,14.668851174900254,20.68041374296093,0.24100000000000005,13.7,10,10,0
18,proxy18,2.09,20.493051751460897,23.434912586389554,0.20900000000000002,12.3,9,9,0
19,proxy19,2.15,29.259044071699197,16.51915825027236,0.215,12.6,11,11,0
20,proxy20,4.899999999999999,21.103032097486995,22.851254070698538,0.4900000000000001,14.700000000000001,19,19,0
21,proxy21,4.15,13.980425272777214,14.909789660475642,0.4150000000000001,14.6,16,16,0
22,proxy22,2.4699999999999998,20.93171913846328,24.2918056895465,0.247,13.2,13,13,0
23,proxy23,1.9799999999999998,11.724992875170946,12.731768590646363,0.19800000000000004,11.1,7,7,0
24,proxy24,4.51,29.130548377438796,42.44153017694764,0.201,41.31163865389055,108,8,1
25,proxy25,2.44,25.087833564725077,22.30698003715531,0.24400000000000005,12.100000000000001,11,11,0
