id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.23,0.71,1.06,1.26,1.0,1.0,7,0
2,proxy2,1.03,0.95,0.82,1.06,1.0,0.86,6,0
3,proxy3,1.12,1.09,1.16,1.15,1.0,1.0,7,0
4,proxy4,1.34,0.83,0.78,1.38,1.0,1.29,9,0
5,proxy5,0.77,0.99,1.11,0.8,0.99,0.57,4,0
6,proxy6,0.55,1.12,1.25,0.57,1.0,0.57,4,0
7,proxy7,1.76,1.04,0.87,1.82,1.01,1.71,12,0
8,proxy8,0.85,0.89,0.93,0.87,1.0,1.14,8,0
9,proxy9,1.03,0.98,1.01,1.07,1.01,1.0,7,0
10,proxy10,1.38,1.23,1.17,1.43,1.0,1.14,8,0
11,proxy11,0.75,0.76,0.94,0.77,1.0,0.71,5,0
12,proxy12,0.48,0.78,1.11,0.5,1.0,0.57,4,0
13,proxy13,1.01,1.01,0.9,1.04,1.0,0.71,5,0
14,proxy14,1.11,0.76,0.85,1.14,1.0,1.0,7,0
15,proxy15,0.95,0.69,0.85,0.98,1.0,0.86,6,0
16,proxy16,0.45,1.05,0.96,0.47,0.99,0.86,6,0
17,proxy17,0.04,0.67,0.87,0.04,0.99,0.14,1,0
18,proxy18,32.11,0.82,5.31,1.96,8.59,4.57,12,0
19,proxy19,0.47,1.14,1.13,0.48,1.0,0.86,6,0
20,proxy20,51.37,0.67,10.17,0.64,11.78,6.43,5,0
21,proxy21,1.49,1.1,1.24,1.54,1.01,1.43,10,0
22,proxy22,2.85,1.3,0.68,2.94,1.02,2.29,16,0
23,proxy23,1.94,0.86,1.12,2.0,1.0,1.29,9,0
24,proxy24,30.81,1.03,5.33,1.24,9.78,3.71,6,0
25,proxy25,0.53,0.77,0.9,0.55,0.99,0.43,3,0
26,proxy26,0.84,1.26,0.83,0.87,0.99,0.86,6,0
27,proxy27,39.24,0.85,10.64,1.83,15.54,7.14,10,0
28,proxy28,1.61,0.71,0.94,1.66,1.0,1.14,8,0
29,proxy29,1.63,0.98,0.88,1.68,1.02,1.86,13,0
30,proxy30,0.77,0.89,0.72,0.79,0.99,0.71,5,0
31,proxy31,1.52,0.8,0.86,1.56,1.01,1.29,9,0
32,proxy32,1.01,0.94,0.74,1.04,1.01,1.0,7,0
33,proxy33,0.74,0.77,0.85,0.77,1.0,0.71,5,0
34,proxy34,0.72,1.09,1.0,0.74,1.0,0.71,5,0
35,proxy35,0.58,1.07,1.02,0.6,1.0,0.57,4,0
36,proxy36,1.7,1.19,1.05,1.75,1.0,1.29,9,0
37,proxy37,1.06,0.78,0.75,1.09,1.0,0.71,5,0
38,proxy38,0.97,1.06,1.14,1.0,1.0,1.29,9,0
39,proxy39,1.05,1.05,0.79,1.08,0.99,0.86,6,0
40,proxy40,0.47,0.81,1.26,0.48,1.0,0.43,3,0
41,proxy41,1.4,0.79,0.7,1.44,1.0,1.29,9,0
42,proxy42,1.0,1.25,1.02,1.03,1.01,0.86,6,0
43,proxy43,0.96,0.96,0.89,0.99,1.01,0.86,6,0
44,proxy44,1.47,0.82,0.69,1.52,1.0,1.14,8,0
45,proxy45,1.0,0.7,1.23,1.03,1.01,1.0,7,0
46,proxy46,0.46,1.21,0.69,0.47,0.99,0.43,3,0
47,proxy47,31.98,1.17,5.53,1.82,6.9,4.14,9,0
48,proxy48,0.95,0.73,1.16,0.98,1.0,1.29,9,0
49,proxy49,1.42,0.82,1.2,1.46,1.0,1.14,8,0
50,proxy50,1.23,1.2,0.88,1.27,1.0,0.86,6,0
51,proxy51,1.49,0.97,1.04,1.53,1.0,1.43,10,0
52,proxy52,1.52,1.0,1.18,1.56,1.01,1.29,9,0
53,proxy53,0.39,1.01,0.78,0.4,0.98,0.43,3,0
54,proxy54,1.52,1.01,1.0,1.57,1.0,1.43,10,0
55,proxy55,1.78,0.78,1.26,1.83,1.0,1.29,9,0
56,proxy56,0.9,1.06,1.05,0.93,1.0,0.71,5,0
57,proxy57,23.84,0.75,4.46,1.53,10.27,4.0,8,0
58,proxy58,0.41,0.69,1.01,0.42,0.99,0.43,3,0
59,proxy59,0.35,0.91,0.85,0.36,0.99,0.29,2,0
60,proxy60,28.35,1.26,5.91,1.2,6.82,4.14,9,0
61,proxy61,0.69,1.07,1.02,0.72,1.0,0.57,4,0
62,proxy62,0.54,1.07,1.26,0.56,1.0,0.57,4,0
63,proxy63,0.85,1.12,0.79,0.87,1.0,1.0,7,0
64,proxy64,0.19,0.97,0.91,0.2,0.99,0.29,2,0
65,proxy65,1.18,0.87,1.04,1.22,1.01,1.0,7,0
66,proxy66,1.35,1.25,1.09,1.39,1.0,1.29,9,0
67,proxy67,0.74,0.89,0.68,0.77,1.0,0.71,5,0
68,proxy68,0.52,0.79,1.08,0.54,1.0,0.57,4,0
69,proxy69,0.64,1.04,0.9,0.66,1.0,0.86,6,0
70,proxy70,0.63,1.16,1.22,0.65,0.99,0.57,4,0
71,proxy71,0.21,0.76,0.73,0.22,0.99,0.43,3,0
