id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,11.140000000000002,4.486267639681741,11.587640791549306,1.1140000000000003,100,173,49
2,proxy2,9.27,4.791938496326199,20.761649570270798,0.9270000000000004,100,154,43
3,proxy3,13.25,4.521395147142638,22.535588885671363,1.3250000000000004,100,201,59
4,proxy4,8.28,4.087330235502559,19.348086263389,0.8280000000000003,100,164,39
5,proxy5,14.290000000000001,4.910256707362152,28.533046654148983,1.4289999999999994,100,196,56
6,proxy6,10.000000000000002,4.549458523661736,25.321992376246634,1.0000000000000004,100,169,49
7,proxy7,12.530000000000001,4.757264168927718,26.497498715798415,1.2530000000000003,100,168,49
8,proxy8,11.319999999999999,4.1664645874112445,19.6133377827747,1.132,100,155,49
9,proxy9,10.050000000000002,4.218387129028152,13.24663484437325,1.0050000000000003,100,170,47
10,proxy10,14.320000000000004,4.855437029800671,10.994866318680323,1.4320000000000002,100,211,60
