id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,22.45,0.92,8.1,0.74,14.71,3.33,10,0
2,proxy2,0.98,0.83,1.08,1.01,0.99,0.93,14,0
3,proxy3,20.82,0.96,3.86,200.65,3.96,1.33,20,1
4,proxy4,1.47,1.08,1.21,1.51,1.01,1.2,18,0
5,proxy5,1.2,0.78,0.78,1.24,1.0,1.07,16,0
6,proxy6,1.0,1.3,1.2,1.03,1.0,0.93,14,0
7,proxy7,13.5,1.15,6.93,1.03,10.29,2.2,13,0
8,proxy8,20.33,1.37,3.5,144.32,4.31,0.73,11,1
9,proxy9,0.55,0.87,1.22,0.57,0.98,0.67,10,0
10,proxy10,1.03,0.98,0.69,1.06,1.0,1.0,15,0
11,proxy11,21.39,1.04,3.75,153.59,5.73,0.8,12,1
12,proxy12,13.37,1.08,4.59,0.9,8.0,2.2,13,0
13,proxy13,17.44,1.39,3.89,171.19,4.88,0.67,10,1
14,proxy14,14.93,1.08,3.01,221.57,5.8,1.2,18,1
15,proxy15,15.68,0.77,3.45,221.36,5.15,1.07,16,1
16,proxy16,1.61,1.0,1.0,1.66,1.01,1.4,21,0
17,proxy17,0.79,0.75,1.12,0.82,1.01,0.93,14,0
18,proxy18,15.78,1.2,3.16,166.54,5.58,1.27,19,1
19,proxy19,0.76,0.83,0.65,0.78,0.99,0.73,11,0
20,proxy20,0.67,1.3,1.14,0.69,1.0,0.87,13,0
21,proxy21,0.77,1.04,1.16,0.8,0.98,0.67,10,0
22,proxy22,1.05,0.81,0.84,1.08,1.0,1.0,15,0
23,proxy23,1.12,1.17,1.04,1.16,1.01,1.4,21,0
24,proxy24,0.82,1.01,0.69,0.85,0.99,1.0,15,0
25,proxy25,1.26,1.17,1.0,1.3,1.01,1.2,18,0
26,proxy26,0.85,0.89,0.92,0.87,1.0,0.87,13,0
27,proxy27,18.91,0.78,3.3,204.62,4.43,0.73,11,1
28,proxy28,0.97,1.04,1.07,1.0,0.99,0.87,13,0
29,proxy29,0.88,0.96,0.96,0.91,0.99,0.8,12,0
30,proxy30,1.08,1.22,0.84,1.11,1.0,1.0,15,0
31,proxy31,14.59,1.3,3.33,199.32,5.23,0.73,11,1
32,proxy32,0.95,0.85,0.93,0.98,1.0,0.8,12,0
33,proxy33,0.86,1.11,0.96,0.89,1.0,0.87,13,0
34,proxy34,1.13,0.76,0.89,1.17,1.01,1.07,16,0
35,proxy35,29.36,1.15,9.32,149.01,11.38,2.47,17,1
