id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,3.9,1.22,0.84,3.9,1.04,1.2,30,1
2,proxy2,1.0,0.93,1.3,1.0,1.0,1.04,26,0
3,proxy3,3.37,1.0,1.21,3.37,0.99,0.88,22,1
4,proxy4,0.9,1.31,0.95,0.9,1.0,1.0,25,0
5,proxy5,3.36,1.32,1.03,3.36,1.0,0.84,21,1
6,proxy6,1.0,1.21,0.84,1.0,1.02,1.0,25,0
7,proxy7,2.82,1.32,1.3,2.82,0.99,1.04,26,1
8,proxy8,4.01,0.76,0.98,4.01,1.02,1.44,36,1
9,proxy9,3.08,1.24,1.09,3.08,1.01,1.12,28,1
10,proxy10,0.45,0.93,1.24,0.45,0.98,0.52,13,0
11,proxy11,0.76,0.95,0.68,0.76,1.01,0.88,22,0
12,proxy12,1.0,1.0,1.21,1.0,1.01,0.92,23,0
13,proxy13,1.09,1.51,0.71,1.09,1.01,1.2,30,0
14,proxy14,3.17,1.4,0.88,3.17,1.0,1.2,30,1
15,proxy15,1.15,0.81,1.03,1.15,1.01,1.16,29,0
16,proxy16,2.11,1.42,1.28,2.11,1.0,0.84,21,1
17,proxy17,3.98,0.76,1.18,3.98,1.02,1.2,30,1
18,proxy18,0.83,0.81,0.7,0.83,0.98,0.76,19,0
19,proxy19,0.76,1.25,1.0,0.76,0.99,0.76,19,0
20,proxy20,1.17,1.5,1.24,1.17,0.99,1.0,25,0
